Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_947,twitter,#challenge,shorts,brazil,2347697,385302,85841,40121,medium
Post_948,youtube,#tech,shorts,brazil,4288053,39463,99816,7492,high
Post_949,twitter,#fitness,video,germany,1198783,102757,64448,45215,low
Post_950,tiktok,#gaming,reel,brazil,1498964,362284,38536,9519,medium
Post_951,tiktok,#fitness,reel,brazil,3207539,370923,31855,28893,low
Post_952,twitter,#tech,reel,uk,1556088,310527,69553,15425,medium
Post_953,instagram,#viral,live stream,japan,507910,439117,23000,36313,high
Post_954,tiktok,#dance,tweet,uk,3445560,270449,55139,38067,low
Post_955,youtube,#education,video,germany,2851176,364420,46475,5976,low
Post_956,youtube,#dance,live stream,uk,3085394,447385,34168,6255,medium
Post_957,youtube,#challenge,video,canada,598295,441991,68122,23592,medium
Post_958,youtube,#tech,video,japan,323613,80041,23225,35210,high
Post_959,tiktok,#music,post,australia,4081534,350009,87267,5450,low
Post_960,twitter,#fashion,live stream,usa,2272154,318845,42786,25436,low
Post_961,tiktok,#comedy,tweet,uk,1371750,3936,66622,2780,high
Post_962,twitter,#viral,shorts,canada,3766760,286848,62825,37504,medium
Post_963,tiktok,#education,post,canada,1499664,207319,88398,30665,low
Post_964,tiktok,#fashion,live stream,uk,1518152,92660,60723,46917,low
Post_965,tiktok,#fitness,video,uk,3175553,292632,83336,2755,high
Post_966,twitter,#education,post,canada,3768650,216605,32767,23675,low
Post_967,instagram,#fitness,reel,uk,1803252,274745,62197,45341,medium
Post_968,youtube,#viral,post,japan,1489456,446331,87557,47811,low
Post_969,instagram,#music,live stream,canada,3154913,367384,25852,41170,high
Post_970,twitter,#comedy,tweet,uk,1554285,452975,22542,29937,high
Post_971,instagram,#music,live stream,germany,1907181,338676,59140,30282,low
Post_972,instagram,#dance,reel,australia,483039,282741,24926,37989,low
Post_973,youtube,#fitness,reel,japan,4822353,247730,44555,34043,low
Post_974,twitter,#fitness,live stream,japan,4029198,466975,67045,10147,medium
Post_975,youtube,#fitness,reel,germany,69120,45620,52454,12605,medium
Post_976,instagram,#fitness,shorts,japan,2533284,189339,96463,9657,low
Post_977,instagram,#viral,post,canada,1444784,440354,41263,32270,low
Post_978,youtube,#education,shorts,brazil,1174310,237235,78681,17776,high
Post_979,twitter,#music,video,india,1803388,484300,31088,15886,medium
Post_980,tiktok,#tech,shorts,japan,1517604,160995,69788,23037,high
Post_981,tiktok,#fitness,tweet,brazil,2746993,39549,53941,13070,low
Post_982,tiktok,#viral,post,germany,4312799,395984,12729,37191,medium
Post_983,tiktok,#fitness,shorts,canada,3269647,395557,90552,37531,medium
Post_984,twitter,#comedy,reel,uk,3327043,459898,8577,4560,medium
Post_985,tiktok,#tech,shorts,germany,3590490,177470,69628,13394,high
Post_986,instagram,#comedy,video,india,2109687,81944,74586,22335,high
Post_987,twitter,#tech,post,brazil,4842053,171073,74732,42889,medium
Post_988,instagram,#dance,live stream,australia,2352184,486228,59382,26190,medium
Post_989,twitter,#comedy,video,brazil,4485225,201005,32520,47972,medium
Post_990,twitter,#fashion,live stream,japan,2061327,471049,25198,1014,low
Post_991,twitter,#education,shorts,germany,1618201,485204,92660,8526,medium
Post_992,youtube,#fitness,live stream,australia,1740011,394641,25434,40742,medium
Post_993,twitter,#music,post,germany,3104601,401463,50057,4663,low
Post_994,youtube,#dance,shorts,germany,2924425,56074,82482,19622,medium
Post_995,tiktok,#gaming,reel,germany,683790,215503,17809,14778,high
Post_996,instagram,#tech,tweet,germany,2707572,230179,53270,6352,high
Post_997,youtube,#tech,post,japan,3249574,165175,61456,274,low
Post_998,instagram,#tech,reel,brazil,4190005,84964,50369,19038,high
Post_999,twitter,#dance,live stream,brazil,4903151,221692,89008,32540,medium
Post_1000,tiktok,#challenge,video,uk,203606,488156,57433,8556,low
Post_1001,twitter,#challenge,post,brazil,495987,106797,25673,14776,medium
Post_1002,instagram,#comedy,shorts,uk,3415328,118469,14421,17676,low
Post_1003,instagram,#fitness,video,japan,3458904,231857,64606,40429,medium
Post_1004,youtube,#viral,post,uk,1776694,409291,47848,32217,low
Post_1005,twitter,#challenge,live stream,uk,1249604,30553,87308,16040,medium
Post_1006,instagram,#education,tweet,brazil,2362909,209360,42036,10082,high
Post_1007,instagram,#challenge,video,canada,2980875,23957,13444,22622,high
Post_1008,twitter,#fitness,post,germany,4003396,356630,52250,48835,high
Post_1009,twitter,#comedy,live stream,uk,4582322,164949,4598,34876,high
Post_1010,instagram,#music,live stream,usa,3284675,375788,31851,4538,high
Post_1011,instagram,#challenge,reel,usa,1558041,407000,95826,14793,medium
Post_1012,youtube,#fitness,shorts,brazil,2188290,74779,95888,30392,medium
Post_1013,tiktok,#comedy,tweet,uk,1893329,477886,83144,22309,low
Post_1014,youtube,#challenge,reel,usa,1259550,444463,95640,40419,low
Post_1015,instagram,#dance,live stream,australia,251154,309987,21850,21949,low
Post_1016,youtube,#fitness,reel,australia,3000680,425076,88638,29249,high
Post_1017,youtube,#gaming,post,canada,4172105,113356,15475,39721,high
Post_1018,tiktok,#dance,shorts,india,1373399,241489,20322,23441,medium
Post_1019,twitter,#comedy,tweet,uk,106972,206432,65280,9800,high
Post_1020,youtube,#comedy,video,canada,3312960,366286,22239,43842,medium
Post_1021,tiktok,#dance,reel,usa,1529954,243198,84121,45333,high
Post_1022,youtube,#tech,post,brazil,102258,164931,73156,20281,high
Post_1023,instagram,#gaming,tweet,australia,235741,197273,83423,15114,high
Post_1024,twitter,#fashion,live stream,germany,3379946,52964,78464,19620,medium
Post_1025,youtube,#challenge,shorts,canada,2234585,38539,86095,38190,high
Post_1026,twitter,#dance,live stream,usa,2688261,401420,13288,32169,high
Post_1027,tiktok,#gaming,video,brazil,2260892,110179,66087,49262,high
Post_1028,tiktok,#music,live stream,germany,1130376,138976,12325,30626,high
Post_1029,instagram,#tech,live stream,usa,4650686,35344,74563,32695,high
Post_1030,instagram,#comedy,shorts,germany,473893,391296,16786,34510,low
Post_1031,instagram,#comedy,live stream,india,2350338,117930,10242,49338,medium
Post_1032,twitter,#fashion,shorts,canada,4539318,227085,49466,43222,high
Post_1033,youtube,#challenge,tweet,japan,1190886,286183,15049,26925,high
Post_1034,instagram,#education,tweet,australia,11338,379782,86100,44273,medium
Post_1035,instagram,#gaming,shorts,brazil,1878293,135556,66131,1905,high
Post_1036,instagram,#challenge,reel,india,1939855,270361,16051,48568,medium
Post_1037,twitter,#gaming,tweet,india,3725275,304621,39355,21276,medium
Post_1038,youtube,#comedy,tweet,usa,3464426,174304,3700,7670,high
Post_1039,tiktok,#music,reel,india,2404354,337049,40767,13246,high
Post_1040,youtube,#tech,post,usa,3462645,247106,97876,38689,low
Post_1041,tiktok,#viral,post,australia,3106476,152334,49965,44652,high
Post_1042,instagram,#comedy,video,uk,4796296,473059,1016,10919,medium
Post_1043,twitter,#tech,shorts,usa,2876540,10981,63070,9201,low
Post_1044,instagram,#viral,video,japan,4298093,313918,75168,21454,high
Post_1045,instagram,#comedy,tweet,japan,2685008,312885,79634,27209,medium
Post_1046,tiktok,#fitness,video,uk,794730,194026,93504,47841,high
Post_1047,twitter,#gaming,live stream,australia,1477708,265660,97515,21963,medium
Post_1048,tiktok,#challenge,video,usa,2418004,471089,47327,24701,medium
Post_1049,instagram,#fashion,tweet,india,454490,367108,6386,33172,low
Post_1050,tiktok,#challenge,reel,japan,1061491,404574,82042,29450,medium
Post_1051,twitter,#gaming,shorts,india,655507,247570,68972,23701,medium
Post_1052,tiktok,#challenge,shorts,germany,2631238,442816,29304,44101,low
Post_1053,instagram,#dance,shorts,canada,2414079,453772,12971,44775,medium
Post_1054,youtube,#fitness,live stream,japan,3213925,436365,48616,46800,low
Post_1055,twitter,#fitness,live stream,australia,1658817,280297,70901,36696,medium
Post_1056,tiktok,#fitness,post,brazil,2878436,149765,9840,42118,high
Post_1057,tiktok,#challenge,live stream,brazil,3730939,8927,36583,33397,medium
Post_1058,tiktok,#education,video,usa,1951149,367712,57910,28894,low
Post_1059,instagram,#tech,live stream,india,4031260,489680,10003,38423,high
Post_1060,tiktok,#dance,tweet,uk,800596,434086,82037,27401,high
Post_1061,twitter,#music,live stream,japan,3059352,45964,49018,20424,medium
Post_1062,youtube,#tech,tweet,usa,489829,338839,69684,45590,high
Post_1063,youtube,#gaming,video,brazil,1775441,300600,92494,29780,low
Post_1064,twitter,#fitness,shorts,uk,3386425,804,77479,48511,low
Post_1065,instagram,#gaming,reel,india,3147828,488798,11213,28108,low
Post_1066,tiktok,#challenge,shorts,australia,1370433,360983,28865,7949,medium
Post_1067,twitter,#viral,tweet,usa,4329212,314231,36820,38094,low
Post_1068,youtube,#comedy,tweet,brazil,1193284,301260,95595,13072,high
Post_1069,tiktok,#comedy,tweet,japan,4969573,61124,69585,20780,high
Post_1070,youtube,#fitness,post,canada,131873,454436,93369,18730,low
Post_1071,twitter,#viral,tweet,brazil,3380653,387333,43799,7391,high
Post_1072,twitter,#dance,video,brazil,4615991,4652,67987,39672,high
Post_1073,tiktok,#tech,shorts,germany,864943,82684,91782,8394,high
Post_1074,instagram,#comedy,post,uk,1263647,322686,75202,21411,high
Post_1075,youtube,#fashion,post,usa,1984393,375236,99926,43802,medium
Post_1076,tiktok,#music,reel,usa,3986858,90525,32612,1252,medium
Post_1077,tiktok,#fitness,video,brazil,1026460,195036,70291,35850,low
Post_1078,tiktok,#viral,shorts,germany,3391235,264956,65030,40163,high
Post_1079,twitter,#challenge,video,brazil,3216923,205624,63081,49107,low
Post_1080,instagram,#dance,tweet,usa,4841137,431351,625,19075,medium
Post_1081,tiktok,#gaming,shorts,brazil,2056554,5852,96016,26074,high
Post_1082,instagram,#music,live stream,brazil,1889541,357123,24263,35214,low
Post_1083,instagram,#fashion,video,brazil,353263,473924,71436,3303,high
Post_1084,instagram,#tech,video,canada,2385749,319160,12581,37720,low
Post_1085,youtube,#comedy,post,uk,2543088,334654,46205,44955,low
Post_1086,instagram,#music,reel,germany,4826724,359660,68209,1169,high
Post_1087,tiktok,#dance,tweet,canada,332982,248040,43908,44462,high
Post_1088,tiktok,#viral,reel,brazil,243690,434643,49661,16049,low
Post_1089,instagram,#education,video,india,2780722,130632,4458,42849,medium
Post_1090,twitter,#education,post,japan,4582230,284453,89108,46380,medium
Post_1091,youtube,#fashion,post,usa,4126761,108177,6409,1021,medium
Post_1092,twitter,#fashion,post,brazil,2116294,479845,2280,48864,low
Post_1093,instagram,#dance,post,canada,3724442,459724,55807,9912,medium
Post_1094,instagram,#gaming,tweet,brazil,4170208,315259,26019,37399,medium
Post_1095,twitter,#comedy,shorts,canada,1340034,92561,43545,32024,low
Post_1096,youtube,#education,post,india,2091486,222248,78214,42629,high
Post_1097,twitter,#fashion,reel,japan,4386555,119786,77421,45384,low
Post_1098,youtube,#fashion,tweet,uk,97528,402649,98985,48533,medium
Post_1099,youtube,#viral,live stream,germany,3781524,76341,10644,1692,medium
Post_1100,tiktok,#tech,shorts,japan,2076113,484384,39567,41864,low
Post_1101,tiktok,#music,tweet,brazil,3648938,224759,88368,34806,high
Post_1102,tiktok,#dance,live stream,usa,1304352,334062,84453,42589,medium
Post_1103,instagram,#viral,tweet,australia,4113719,371010,23116,29531,low
Post_1104,tiktok,#tech,live stream,germany,2919564,36753,49519,6372,high
Post_1105,youtube,#gaming,tweet,usa,4732496,365067,78267,37692,low
Post_1106,twitter,#challenge,shorts,japan,2040652,407996,11598,40259,low
Post_1107,youtube,#gaming,live stream,canada,3380651,451739,2827,2335,high
Post_1108,youtube,#education,video,india,2592595,237876,33780,36343,high
Post_1109,instagram,#gaming,post,canada,4284095,435610,44348,35611,high
Post_1110,youtube,#tech,video,brazil,1562200,236997,84050,12958,medium
Post_1111,twitter,#fashion,live stream,usa,3305437,493487,69852,38719,high
Post_1112,youtube,#dance,shorts,india,2293007,93269,84008,11949,medium
Post_1113,twitter,#fashion,shorts,uk,1191376,239380,16309,8387,low
Post_1114,youtube,#viral,live stream,india,660930,336481,11129,35123,low
Post_1115,tiktok,#comedy,live stream,india,790471,245250,99730,49881,medium
Post_1116,youtube,#comedy,live stream,japan,4565789,300350,4163,15057,medium
Post_1117,instagram,#fitness,shorts,usa,1513083,352786,90781,29795,low
Post_1118,twitter,#fashion,shorts,japan,3829879,145994,75122,11620,low
Post_1119,youtube,#viral,live stream,australia,2754577,351227,85607,43219,high
Post_1120,twitter,#fitness,video,canada,3497840,366736,65404,28802,high
Post_1121,instagram,#viral,tweet,germany,4746014,29305,89872,16323,medium
Post_1122,twitter,#fitness,video,canada,4161787,343575,2003,19921,medium
Post_1123,youtube,#dance,video,india,3873103,121317,4727,38875,medium
Post_1124,youtube,#viral,tweet,brazil,3620241,386951,38015,31259,high
Post_1125,youtube,#tech,video,india,3722406,295942,27878,47869,medium
Post_1126,youtube,#dance,video,india,2975095,449386,33351,13313,high
Post_1127,youtube,#tech,reel,brazil,178206,37884,42111,34950,low
Post_1128,tiktok,#tech,reel,australia,2221223,69758,80790,38108,medium
Post_1129,twitter,#fitness,video,usa,3283134,413608,67001,12600,high
Post_1130,twitter,#dance,live stream,germany,2215064,29791,99856,25420,high
Post_1131,twitter,#fashion,video,brazil,2189190,105704,95438,38438,low
Post_1132,instagram,#fitness,live stream,uk,2085067,227030,40851,2906,low
Post_1133,instagram,#viral,live stream,india,4121250,73511,93273,36056,medium
Post_1134,twitter,#fitness,live stream,usa,1706185,35065,44031,14777,medium
Post_1135,twitter,#education,video,canada,697238,308437,36985,18584,medium
Post_1136,tiktok,#education,live stream,uk,492746,467395,66735,1125,medium
Post_1137,twitter,#viral,post,usa,2611265,196133,74984,14125,medium
Post_1138,instagram,#challenge,reel,uk,4248915,261493,87021,28833,medium
Post_1139,youtube,#dance,post,canada,3239323,38620,936,18479,low
Post_1140,twitter,#fashion,live stream,canada,3551156,74808,24814,5993,low
Post_1141,tiktok,#tech,post,brazil,4569045,140232,946,8215,medium
Post_1142,youtube,#tech,post,brazil,651443,338455,43231,38317,low
Post_1143,tiktok,#comedy,post,india,3484442,290461,51999,5863,high
Post_1144,tiktok,#gaming,live stream,australia,497423,158956,68044,30123,low
Post_1145,youtube,#viral,post,brazil,222706,422102,50384,8792,medium
Post_1146,youtube,#viral,live stream,japan,1128302,228488,52037,25873,medium
Post_1147,youtube,#education,live stream,usa,2677335,7372,39950,10623,medium
Post_1148,youtube,#education,shorts,india,1050909,258178,5642,13315,low
Post_1149,twitter,#education,live stream,canada,1015391,388747,2397,15351,high
Post_1150,twitter,#fashion,post,canada,1217360,423212,78276,46525,medium
Post_1151,tiktok,#challenge,tweet,brazil,3371506,450959,9604,38602,low
Post_1152,youtube,#music,reel,usa,2477176,11709,98546,46222,high
Post_1153,instagram,#dance,reel,canada,2912775,178086,11014,25511,medium
Post_1154,youtube,#music,video,brazil,962239,312622,27648,42018,low
Post_1155,tiktok,#challenge,post,brazil,3069640,139491,60853,30527,medium
Post_1156,youtube,#education,tweet,usa,1106136,186803,18713,7394,medium
Post_1157,instagram,#tech,reel,canada,4018134,476460,96568,48685,medium
Post_1158,instagram,#tech,video,brazil,1135196,106116,41569,21497,medium
Post_1159,tiktok,#education,live stream,canada,136335,97707,63913,30021,low
Post_1160,instagram,#music,live stream,germany,312301,376135,50291,40981,high
Post_1161,instagram,#dance,shorts,brazil,2930383,479741,220,33112,low
Post_1162,twitter,#fashion,reel,india,963339,243870,4291,30134,low
Post_1163,tiktok,#dance,tweet,germany,2542362,339645,75620,27672,high
Post_1164,youtube,#music,shorts,usa,929670,415475,77500,1737,medium
Post_1165,instagram,#fashion,reel,germany,2808211,93056,17427,27332,low
Post_1166,twitter,#challenge,live stream,india,209672,221957,65127,34835,medium
Post_1167,twitter,#comedy,tweet,canada,3737771,3185,21475,43289,medium
Post_1168,youtube,#challenge,video,usa,4446755,221164,44206,37039,low
Post_1169,tiktok,#gaming,post,uk,2013957,449783,37315,45597,medium
Post_1170,tiktok,#tech,reel,canada,1036784,398301,83508,44951,medium
Post_1171,twitter,#education,video,usa,3980555,275061,89641,47571,low
Post_1172,tiktok,#gaming,video,brazil,4198164,5801,27958,40130,high
Post_1173,instagram,#education,tweet,usa,3123278,298146,8587,1236,low
Post_1174,tiktok,#gaming,video,japan,2064157,356084,56738,25612,low
Post_1175,tiktok,#education,post,usa,2074835,47157,47309,8648,medium
Post_1176,tiktok,#education,reel,usa,4860381,322942,75521,4830,high
Post_1177,instagram,#fashion,reel,brazil,3599873,278305,77717,19512,low
Post_1178,tiktok,#gaming,reel,brazil,3940481,94795,68944,47811,medium
Post_1179,tiktok,#fashion,reel,uk,3402318,493021,14422,17661,medium
Post_1180,instagram,#tech,post,germany,2836169,142049,19440,32540,high
Post_1181,instagram,#fashion,tweet,australia,3207625,410976,85117,37271,low
Post_1182,twitter,#tech,post,australia,3036452,221744,11077,49900,high
Post_1183,tiktok,#music,reel,japan,4172163,236621,13929,2337,high
Post_1184,twitter,#fitness,video,india,1588694,85453,32995,47809,low
Post_1185,tiktok,#education,reel,germany,4698854,234921,87352,22243,high
Post_1186,tiktok,#dance,shorts,germany,1435830,117831,84434,24859,high
Post_1187,tiktok,#dance,shorts,australia,3990883,491508,66058,37043,medium
Post_1188,twitter,#education,post,canada,778600,491963,55403,8603,low
Post_1189,tiktok,#comedy,live stream,brazil,4103458,118601,51035,44941,low
Post_1190,tiktok,#dance,video,australia,4149798,198160,72234,42191,medium
Post_1191,twitter,#music,video,japan,3312891,292286,6952,23430,low
Post_1192,tiktok,#music,video,india,1154890,242791,31594,24465,low
Post_1193,youtube,#fitness,video,germany,2289467,55335,94333,43209,high
Post_1194,twitter,#gaming,post,india,950724,371343,52165,30174,medium
Post_1195,twitter,#education,post,japan,4641254,378649,39504,22534,high
Post_1196,youtube,#challenge,reel,usa,633478,356209,80366,48809,low
Post_1197,twitter,#fashion,reel,australia,513065,249364,19912,7312,medium
Post_1198,twitter,#gaming,tweet,japan,2165655,124165,5295,34518,high
Post_1199,instagram,#education,video,usa,4029746,268583,97064,12067,low
Post_1200,youtube,#music,video,japan,505913,272303,96744,360,high
Post_1201,tiktok,#challenge,reel,usa,4486868,94546,72083,47825,low
Post_1202,instagram,#fitness,live stream,uk,4184048,287717,88326,45451,medium
Post_1203,twitter,#fitness,post,germany,2435410,326186,1739,5729,low
Post_1204,instagram,#education,video,usa,1171718,339285,76401,22897,high
Post_1205,twitter,#comedy,shorts,brazil,4098970,468202,10925,38510,high
Post_1206,youtube,#viral,video,australia,1538823,307662,59624,8124,low
Post_1207,twitter,#fitness,video,usa,2595660,434540,40012,13478,high
Post_1208,tiktok,#gaming,shorts,australia,3521130,260136,65723,32176,low
Post_1209,instagram,#gaming,tweet,india,3589308,407373,70852,20849,high
Post_1210,youtube,#comedy,tweet,uk,1035365,326981,34821,2572,high
Post_1211,instagram,#education,reel,uk,2315963,306373,6915,33050,medium
Post_1212,youtube,#education,reel,canada,2676777,488199,52014,45422,medium
Post_1213,instagram,#viral,video,canada,2950546,305105,99587,34102,medium
Post_1214,tiktok,#fashion,tweet,usa,3368170,17758,93392,19981,high
Post_1215,youtube,#fashion,reel,japan,4736019,308046,88779,33858,medium
Post_1216,tiktok,#gaming,reel,japan,2258063,241357,49321,14634,low
Post_1217,youtube,#comedy,live stream,germany,4989820,166706,39793,15510,high
Post_1218,youtube,#tech,post,germany,4766161,384232,67245,8995,medium
Post_1219,tiktok,#challenge,reel,uk,4706101,198755,73600,39098,low
Post_1220,twitter,#fashion,live stream,canada,1726804,328441,44676,1323,high
Post_1221,youtube,#dance,tweet,canada,3218932,135138,58808,4020,medium
Post_1222,instagram,#education,live stream,germany,1374292,468164,79559,11612,low
Post_1223,twitter,#gaming,shorts,japan,2307722,112883,48860,26500,high
Post_1224,tiktok,#fitness,post,usa,3943560,361857,53708,10889,high
Post_1225,youtube,#viral,tweet,usa,4397362,416040,26255,37205,medium
Post_1226,instagram,#tech,reel,india,2904623,210629,93645,25652,high
Post_1227,youtube,#dance,reel,usa,4648895,334635,14885,39943,high
Post_1228,youtube,#education,tweet,japan,2182075,401349,79190,49849,high
Post_1229,youtube,#tech,tweet,germany,3686801,289690,37216,29859,low
Post_1230,instagram,#music,video,uk,436676,411915,89675,24765,low
Post_1231,instagram,#challenge,tweet,germany,1021135,442784,49480,32668,high
Post_1232,twitter,#music,tweet,usa,2616896,411249,93026,8004,high
Post_1233,instagram,#fitness,reel,canada,80333,106027,74544,43880,low
Post_1234,youtube,#dance,post,usa,2286789,161388,40096,47798,medium
Post_1235,twitter,#tech,tweet,canada,803980,242545,76839,34020,low
Post_1236,youtube,#fitness,reel,japan,1658169,328783,1574,11658,high
Post_1237,twitter,#dance,post,japan,723296,216935,93964,23402,low
Post_1238,tiktok,#tech,tweet,japan,3206060,426226,17467,29795,high
Post_1239,tiktok,#tech,post,japan,1655182,289945,93775,32084,high
Post_1240,tiktok,#viral,video,australia,1476674,464620,19688,29990,low
Post_1241,twitter,#viral,shorts,brazil,1771174,91099,97414,3140,low
Post_1242,tiktok,#challenge,reel,australia,3327212,134040,6283,36793,high
Post_1243,tiktok,#gaming,post,india,690673,437322,28171,24122,medium
Post_1244,youtube,#gaming,tweet,australia,3569008,137418,23331,49305,medium
Post_1245,tiktok,#dance,tweet,brazil,3099684,153065,41200,7632,low
Post_1246,twitter,#music,reel,japan,3710671,76950,26333,7103,medium
Post_1247,instagram,#education,post,canada,3188483,368317,49091,21981,low
Post_1248,tiktok,#comedy,live stream,usa,2801347,499380,60311,12282,high
Post_1249,tiktok,#challenge,live stream,usa,2248578,93218,59577,14331,medium
Post_1250,twitter,#music,live stream,australia,1609482,403027,23102,44642,high
Post_1251,youtube,#challenge,live stream,brazil,4251376,37945,3378,26696,low
Post_1252,youtube,#challenge,reel,india,1358058,300720,59766,43145,medium
Post_1253,tiktok,#tech,tweet,india,2606224,69943,67574,13284,medium
Post_1254,instagram,#viral,video,brazil,3442475,429165,1181,16421,medium
Post_1255,twitter,#dance,live stream,australia,3909627,162796,63419,5547,high
Post_1256,youtube,#education,post,germany,4022893,120768,54001,43214,medium
Post_1257,tiktok,#fitness,live stream,canada,2288198,160224,63631,2779,high
Post_1258,youtube,#fashion,post,germany,1707547,468293,62396,41097,medium
Post_1259,tiktok,#dance,reel,usa,167982,473290,53315,22117,high
Post_1260,twitter,#tech,shorts,india,1723036,269685,15870,11719,low
Post_1261,instagram,#tech,video,germany,1368137,220395,47904,42984,low
Post_1262,instagram,#comedy,shorts,brazil,1753723,413003,90078,39688,high
Post_1263,twitter,#music,live stream,usa,4289386,188014,39473,14691,low
Post_1264,twitter,#comedy,video,usa,3356274,322024,4474,33051,high
Post_1265,instagram,#dance,tweet,germany,2213124,480760,63167,20082,high
Post_1266,tiktok,#comedy,video,canada,1714956,137707,28180,47207,medium
Post_1267,tiktok,#comedy,shorts,uk,2347135,149856,83261,13888,low
Post_1268,youtube,#tech,reel,canada,3849864,429897,10666,23842,medium
Post_1269,tiktok,#fitness,shorts,usa,2458064,428601,16411,12329,medium
Post_1270,tiktok,#fashion,tweet,uk,4138951,356632,57983,12027,high
Post_1271,twitter,#tech,reel,usa,786091,115476,45804,33532,low
Post_1272,instagram,#comedy,tweet,australia,2428341,178208,2717,10620,high
Post_1273,instagram,#music,reel,australia,1934060,55050,41483,39848,medium
Post_1274,youtube,#comedy,live stream,uk,3328075,305353,8424,46784,medium
Post_1275,instagram,#challenge,shorts,india,4618662,1774,38568,31300,low
Post_1276,youtube,#education,video,brazil,2637799,128740,47263,25381,low
Post_1277,twitter,#viral,post,japan,1021175,427434,92929,40158,medium
Post_1278,instagram,#fashion,post,india,136708,9741,60279,1977,medium
Post_1279,tiktok,#tech,live stream,brazil,4820047,240695,76116,10533,low
Post_1280,youtube,#tech,video,canada,1417619,261333,28832,33631,medium
Post_1281,instagram,#challenge,shorts,canada,3373662,127818,52586,17121,medium
Post_1282,twitter,#viral,live stream,australia,280264,24388,40754,36005,low
Post_1283,youtube,#dance,post,brazil,1412186,348080,24255,47797,low
Post_1284,youtube,#comedy,live stream,australia,2440607,59389,15997,21735,low
Post_1285,youtube,#viral,live stream,canada,1212383,134452,16512,26744,low
Post_1286,youtube,#education,shorts,india,2561337,468506,33962,5509,low
Post_1287,youtube,#dance,post,japan,886874,374139,41228,35296,high
Post_1288,tiktok,#tech,tweet,brazil,1622096,119815,41769,1529,medium
Post_1289,instagram,#gaming,post,brazil,946358,304294,25948,35055,low
Post_1290,twitter,#music,video,germany,4119667,242655,41085,3854,high
Post_1291,tiktok,#education,post,usa,3974573,400911,46622,18136,low
Post_1292,youtube,#challenge,post,india,2764814,67913,48844,32596,low
Post_1293,instagram,#dance,post,canada,3105914,310842,86059,25445,low
Post_1294,youtube,#fitness,video,uk,2289887,411599,6923,34729,high
Post_1295,youtube,#education,video,japan,1213734,342720,58380,21282,medium
Post_1296,youtube,#fitness,video,germany,264136,434933,9642,7876,high
Post_1297,twitter,#dance,shorts,germany,1661537,8669,88291,10996,low
Post_1298,instagram,#music,live stream,uk,643763,472554,57987,11509,high
Post_1299,tiktok,#dance,reel,australia,1296499,230354,67311,23584,low
Post_1300,tiktok,#comedy,post,germany,1205102,220248,24146,6273,high
Post_1301,twitter,#comedy,post,india,3264905,287339,75893,22514,low
Post_1302,tiktok,#fashion,tweet,japan,4295107,52742,18986,7245,medium
Post_1303,youtube,#tech,tweet,canada,736289,485171,37329,48944,medium
Post_1304,twitter,#gaming,tweet,uk,961783,142483,59165,21732,medium
Post_1305,instagram,#challenge,live stream,uk,3171066,339557,4006,12554,medium
Post_1306,youtube,#comedy,live stream,canada,2389579,152619,48984,25191,medium
Post_1307,tiktok,#challenge,shorts,india,804183,164716,88378,8578,medium
Post_1308,twitter,#music,reel,india,278830,96874,13638,40689,medium
Post_1309,youtube,#fitness,shorts,uk,894414,424359,9498,48618,high
Post_1310,youtube,#viral,reel,uk,3175002,317730,81407,42155,low
Post_1311,youtube,#dance,reel,brazil,2362838,3194,35532,3408,high
Post_1312,tiktok,#dance,video,usa,2010391,142135,17115,37585,low
Post_1313,twitter,#music,tweet,uk,1333519,33634,67008,19020,medium
Post_1314,tiktok,#challenge,video,usa,2851867,407380,86927,39494,low
Post_1315,instagram,#education,reel,canada,330476,485696,2619,4585,low
Post_1316,twitter,#comedy,post,australia,1068462,397476,34854,18603,medium
Post_1317,twitter,#tech,live stream,australia,370537,271989,18364,40465,low
Post_1318,twitter,#fitness,video,germany,2055018,318200,34749,4831,high
Post_1319,instagram,#dance,video,brazil,1179104,355660,14269,32625,medium
Post_1320,twitter,#fashion,reel,usa,842477,301736,68814,19088,low
Post_1321,instagram,#fashion,live stream,india,739337,157550,81164,9915,medium
Post_1322,twitter,#fitness,shorts,australia,4500031,189284,97120,44811,medium
Post_1323,youtube,#education,tweet,uk,1215133,357427,68104,34015,low
Post_1324,instagram,#challenge,post,brazil,449348,35182,4716,18161,high
Post_1325,twitter,#dance,reel,india,1190740,213240,94333,16398,medium
Post_1326,youtube,#fashion,post,brazil,1118979,426061,23299,8196,medium
Post_1327,instagram,#fashion,tweet,brazil,4007152,432650,96770,7738,medium
Post_1328,twitter,#fashion,post,japan,3390112,413183,6201,2949,low
Post_1329,instagram,#viral,reel,canada,4223266,5635,13422,13879,low
Post_1330,twitter,#tech,tweet,usa,837863,264887,35633,21578,high
Post_1331,twitter,#viral,tweet,germany,3425267,229865,43423,22490,low
Post_1332,twitter,#education,shorts,germany,4347648,241142,55800,165,high
Post_1333,tiktok,#music,video,uk,2454558,271958,31163,46231,high
Post_1334,twitter,#fitness,video,brazil,4328041,127158,91300,2263,low
Post_1335,tiktok,#tech,live stream,germany,4511744,254344,59222,41866,medium
Post_1336,youtube,#fashion,live stream,japan,4610463,425376,84697,14385,medium
