Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score
Twitter,#Music,Video,India,3975932,487279,1526,5159,Medium,0.12630371948011182
YouTube,#Challenge,Reel,India,4214946,464542,72129,43148,Medium,0.1820248705440117
YouTube,#Challenge,Post,Canada,1663359,117919,84855,35699,Medium,0.2668588079903376
Instagram,#Fashion,Video,UK,2729253,430030,34573,45325,Medium,0.22878018270933476
Instagram,#Music,Shorts,India,3287384,381894,81089,14284,Medium,0.1988599445638234
TikTok,#Comedy,Shorts,UK,2541850,297473,72482,13708,Medium,0.2133623148494207
Twitter,#Fashion,Shorts,UK,3673846,380160,79459,21769,Medium,0.18021305193521994
Instagram,#Dance,Shorts,India,1418058,404349,98335,45229,High,0.5569673454823427
YouTube,#Fashion,Video,UK,4349698,136364,60484,26278,Low,0.08514889999259719
YouTube,#Viral,Post,Canada,326305,291820,8695,48023,High,1.268601461822528
Twitter,#Challenge,Live Stream,USA,2656794,311147,27434,13837,Medium,0.1585079610989787
TikTok,#Fashion,Reel,Japan,605914,74898,3683,26862,Medium,0.2305129110731886
Twitter,#Fashion,Live Stream,UK,3015306,110140,14231,21543,Low,0.06497483174178674
Instagram,#Comedy,Tweet,USA,1219230,350006,94280,32133,High,0.5717641462234361
YouTube,#Challenge,Live Stream,Brazil,2551155,88083,9939,37380,Low,0.07551873563150809
Twitter,#Fashion,Post,Japan,2647569,195333,41306,22434,Medium,0.13752956013610976
Twitter,#Gaming,Post,India,3575067,404847,77440,9922,Medium,0.18377585650842349
Twitter,#Challenge,Video,USA,2335946,104895,75750,8793,Medium,0.14971707393920922
Twitter,#Education,Reel,Germany,1977550,457727,47967,40004,Medium,0.3446871128416475
Twitter,#Fashion,Shorts,UK,764769,162101,30721,41293,High,0.4404597989719772
YouTube,#Tech,Video,Canada,3620429,22477,23839,25541,Low,0.04007149428976511
Twitter,#Tech,Reel,UK,3485025,246513,4761,27120,Low,0.09039705597520821
TikTok,#Education,Reel,USA,4468711,355075,72834,22022,Medium,0.13821010130214284
Instagram,#Fitness,Post,Japan,1492331,319292,58566,8303,Medium,0.34281670755348514
Instagram,#Comedy,Shorts,UK,4522021,494856,7995,29137,Medium,0.12762324633167338
Instagram,#Challenge,Tweet,USA,845352,425767,96744,44548,High,0.9523784175112853
TikTok,#Dance,Post,Australia,3983567,126215,30951,9592,Low,0.059808709129280366
Instagram,#Tech,Reel,Australia,4975026,113245,73842,39396,Low,0.08312780676925105
Instagram,#Education,Tweet,Brazil,407083,378368,12296,17307,High,1.1051063296674142
Twitter,#Gaming,Post,Germany,2913334,94490,66459,18634,Low,0.11366187330391915
YouTube,#Dance,Live Stream,Australia,648171,478099,45995,49019,High,1.1017493840360029
Twitter,#Tech,Post,Canada,4934327,73355,29521,11128,Low,0.03732504959642926
YouTube,#Gaming,Shorts,Germany,2996758,80465,74505,39752,Medium,0.12796628890287437
YouTube,#Comedy,Live Stream,Japan,4859049,71751,85452,33912,Low,0.08148322850829452
Instagram,#Comedy,Reel,Brazil,1900224,443095,32294,12162,Medium,0.2969655156444714
YouTube,#Gaming,Post,India,576289,450371,11973,13527,High,0.8907752880933004
TikTok,#Gaming,Tweet,Australia,1297808,266995,73819,12405,High,0.3954837695560514
Twitter,#Comedy,Video,Canada,3085596,53745,17472,45692,Low,0.06402166712686949
Twitter,#Gaming,Shorts,Japan,4901634,164642,2903,23013,Low,0.04475589160675807
Instagram,#Challenge,Shorts,Japan,282212,325960,23903,6061,High,1.4520679489178347
Instagram,#Viral,Tweet,Australia,3827339,405141,10660,18414,Medium,0.12383251130877092
Instagram,#Education,Shorts,Australia,3200135,357852,8303,1186,Medium,0.12034898527718361
TikTok,#Dance,Post,Australia,727739,489613,21973,19468,High,0.8168697843595025
YouTube,#Comedy,Tweet,Brazil,4209903,247202,57870,40525,Medium,0.11920987253150488
YouTube,#Challenge,Tweet,Germany,4530315,267582,78454,38486,Medium,0.12800787583203377
YouTube,#Viral,Reel,UK,1985675,121205,5696,45518,Medium,0.1154917093683508
YouTube,#Fitness,Live Stream,Brazil,4913424,4745,61101,19149,Low,0.04606685683954814
Instagram,#Dance,Post,Japan,2392740,416629,25611,32521,Medium,0.23341608365305047
TikTok,#Education,Post,Germany,792388,244159,98598,1399,High,0.6849561073615451
YouTube,#Education,Video,Canada,4244112,398086,94347,40064,Medium,0.17936732112630394
Instagram,#Education,Live Stream,Australia,1050122,497180,25187,19816,High,0.5831446251007026
Twitter,#Comedy,Video,USA,1812695,12283,160,40265,Low,0.05146646291847222
TikTok,#Challenge,Shorts,Canada,2934644,317216,61336,35193,Medium,0.19478001420274488
YouTube,#Dance,Post,India,742028,460869,67942,7677,High,0.9164735023476203
TikTok,#Music,Shorts,USA,2648881,466996,13573,37701,Medium,0.22013710695195443
YouTube,#Gaming,Live Stream,USA,4784336,150954,95314,41213,Low,0.10854630611227974
YouTube,#Tech,Tweet,Japan,2302608,174419,24390,18624,Medium,0.12370190670752469
YouTube,#Comedy,Reel,UK,1421076,42987,468,18401,Low,0.057134875263532704
TikTok,#Music,Tweet,Canada,149515,62294,99978,25533,High,2.7642310136106745
TikTok,#Fashion,Tweet,UK,816983,22944,94141,17673,High,0.41703805342338823
Twitter,#Viral,Live Stream,Australia,2853605,22118,24141,31221,Low,0.055012168818038935
Twitter,#Education,Live Stream,Japan,3781816,453329,94706,8983,Medium,0.1997487450473529
Instagram,#Fitness,Shorts,UK,4490630,166824,45589,4926,Low,0.06979933773212221
Instagram,#Challenge,Post,Australia,2809655,296700,36554,5867,Medium,0.1488068819837311
Instagram,#Comedy,Post,India,3538605,454950,72220,19322,Medium,0.20071581880430284
Twitter,#Viral,Shorts,Brazil,4859826,224356,61653,19973,Low,0.09244384469732043
YouTube,#Challenge,Live Stream,Canada,3704693,361357,70236,46913,Medium,0.17974255896507485
Instagram,#Dance,Reel,Canada,34258,99120,37011,3149,High,6.318261427987624
Instagram,#Gaming,Video,UK,1037736,375246,34403,29942,High,0.5187629609072056
TikTok,#Education,Tweet,Germany,2471057,4846,85128,38195,Medium,0.13622510528895124
Twitter,#Gaming,Live Stream,Germany,3394446,368001,19656,13214,Medium,0.13357024975504103
Twitter,#Fitness,Shorts,Japan,1338606,418866,60546,709,High,0.4496633064546252
Twitter,#Comedy,Tweet,Germany,609587,122051,77324,6873,High,0.603308469504763
Instagram,#Gaming,Reel,Japan,1230975,481442,80512,3147,High,0.5924344523649953
Twitter,#Fitness,Live Stream,Canada,3827204,274844,60816,10144,Medium,0.1247856137274104
YouTube,#Music,Video,Australia,4597793,395657,62238,7115,Medium,0.1297581252570527
Twitter,#Dance,Post,Brazil,260997,104453,93208,9124,High,1.5414928140936486
Twitter,#Dance,Live Stream,India,468808,140236,73449,7034,High,0.7991565843586287
YouTube,#Music,Video,Australia,2734965,261892,93169,46687,Medium,0.23209547471357037
Instagram,#Fitness,Post,Australia,998555,225198,8583,34716,Medium,0.32084261758240656
Instagram,#Dance,Video,India,4214277,491365,16797,37101,Medium,0.14615982765252497
Twitter,#Fashion,Video,Canada,208326,267436,52230,45110,High,2.468947706959285
TikTok,#Education,Live Stream,UK,2405842,40352,68819,8569,Low,0.10971086214306675
Instagram,#Gaming,Reel,India,591094,112899,37633,24431,High,0.46466382673483403
YouTube,#Viral,Reel,Australia,1125942,95092,77009,32628,Medium,0.34759783363619084
Instagram,#Fitness,Live Stream,Japan,1365802,451503,91330,25121,High,0.5679703207346306
YouTube,#Gaming,Tweet,UK,1417424,390084,26977,44345,High,0.39487478693743017
Instagram,#Education,Video,Canada,224135,47344,43245,29392,High,1.0523256073348652
Twitter,#Fashion,Reel,Japan,3850575,106942,86204,19709,Low,0.10517182498717724
YouTube,#Challenge,Post,Japan,508550,499157,39933,26111,High,1.3197876315013273
Instagram,#Viral,Reel,India,947923,487612,46542,10658,High,0.6841842639117313
Instagram,#Gaming,Reel,Japan,102983,341704,82374,8883,High,5.890214889836186
Twitter,#Viral,Reel,Germany,1224749,336590,37876,39810,High,0.43260945712141835
TikTok,#Music,Shorts,Germany,4821602,98539,52608,46508,Low,0.07246118613688977
TikTok,#Viral,Video,Japan,4157229,429729,97695,38020,Medium,0.19216021056333438
YouTube,#Fashion,Post,Japan,4586518,265120,57069,18054,Low,0.10300515554501258
Twitter,#Fitness,Live Stream,India,2552020,45301,86964,1054,Medium,0.12080665512025768
Twitter,#Fashion,Tweet,Brazil,160483,383250,33960,35029,High,3.4594816896493708
YouTube,#Comedy,Reel,UK,1065072,33441,17591,36956,Medium,0.1503428876169874
YouTube,#Fitness,Live Stream,Canada,111712,374446,85509,48663,High,6.519433901460899
Instagram,#Challenge,Shorts,India,4613593,197157,10941,47136,Low,0.07028188225532682
Instagram,#Tech,Shorts,UK,3678203,106484,25338,25691,Low,0.06358539754331123
Instagram,#Fitness,Tweet,USA,2609916,421798,69244,20168,Medium,0.25666190022973917
Instagram,#Music,Video,Canada,636678,43943,48909,41810,High,0.43081432058277497
TikTok,#Music,Video,USA,2825065,400017,84642,9441,Medium,0.23816266174406606
TikTok,#Viral,Tweet,UK,4562262,96215,869,7479,Low,0.024939383139328693
YouTube,#Fashion,Post,India,4356591,67603,24821,21031,Low,0.04226423825417626
Instagram,#Comedy,Post,Brazil,4754509,424316,30621,18374,Medium,0.11629528937688413
YouTube,#Challenge,Live Stream,India,4841421,339554,33055,48880,Low,0.11081023525944139
Instagram,#Comedy,Reel,USA,3545758,365667,98281,27784,Medium,0.201953432806187
TikTok,#Tech,Video,USA,4221248,87215,17939,14743,Low,0.040395162757554164
Instagram,#Gaming,Tweet,Japan,3481771,299306,45796,27535,Medium,0.14123961627574014
Twitter,#Tech,Tweet,Brazil,1262231,240848,63648,46400,High,0.4156069689304097
Instagram,#Education,Video,India,735190,421586,62738,38778,High,0.9349365470150574
Instagram,#Challenge,Tweet,Brazil,2635991,187823,29537,46857,Medium,0.14042081327288294
Instagram,#Dance,Reel,UK,350307,4331,1623,26850,Medium,0.17955678875957373
TikTok,#Fashion,Shorts,USA,1818938,228251,5943,10429,Medium,0.14675486465179133
Twitter,#Comedy,Video,Japan,1429838,18668,2497,24005,Low,0.05187231000994518
Twitter,#Comedy,Live Stream,Brazil,3011539,352831,16037,10940,Medium,0.1404006390088257
TikTok,#Fitness,Video,UK,3185451,489381,98149,34483,Medium,0.2677153093863318
Twitter,#Challenge,Reel,Japan,2162853,269312,87618,10907,Medium,0.2561339120134378
Twitter,#Comedy,Tweet,Germany,1049060,203673,96687,20847,High,0.5103883476636226
Twitter,#Fashion,Reel,UK,2843559,12146,35655,43443,Low,0.072443371141587
Instagram,#Challenge,Shorts,Japan,75331,386738,46627,6927,High,7.174642577424964
Twitter,#Fitness,Reel,Germany,906698,201588,49402,48909,High,0.49367264513652837
Instagram,#Challenge,Reel,Germany,4483470,117945,55358,30073,Low,0.07676308751926521
Twitter,#Gaming,Reel,India,1929226,300187,53229,25999,Medium,0.2653250578211158
Instagram,#Dance,Tweet,Canada,224458,277150,61218,38779,High,2.398497714494471
Instagram,#Fitness,Shorts,USA,3139127,70363,97084,127,Medium,0.1152769543889113
Twitter,#Viral,Video,UK,2651655,457174,40321,47420,Medium,0.2537950826936385
TikTok,#Viral,Video,Canada,364719,189328,82087,44366,High,1.437602647517678
YouTube,#Fashion,Reel,Brazil,3656271,448604,9543,25102,Medium,0.14425544496017936
Instagram,#Tech,Post,India,4363523,488878,8230,3369,Medium,0.11923988941962721
YouTube,#Fitness,Shorts,Germany,1153858,36011,15306,46185,Medium,0.1510575824754866
Instagram,#Comedy,Video,Australia,2121725,45509,307,8958,Low,0.030327210170969378
YouTube,#Dance,Shorts,USA,1684233,402293,7055,33744,Medium,0.2914952978596192
Twitter,#Education,Tweet,USA,960449,475480,27053,23747,High,0.6290110146400277
Instagram,#Music,Reel,Canada,1949651,348513,25769,15034,Medium,0.2338305676246672
TikTok,#Dance,Shorts,Japan,1809305,287587,43594,4461,Medium,0.23616305708545546
YouTube,#Comedy,Post,Germany,4274529,464184,34152,47788,Medium,0.1549213960181344
TikTok,#Education,Video,Japan,4526401,302669,15559,21915,Low,0.08686282987300506
YouTube,#Education,Tweet,India,2611693,119401,62682,25971,Medium,0.13760767440889876
YouTube,#Fitness,Post,India,777206,279969,17264,9519,High,0.45135909913201905
Instagram,#Dance,Reel,Australia,3822658,16287,899,13106,Low,0.011823186902935079
YouTube,#Fitness,Live Stream,Australia,2730742,380894,97358,46960,Medium,0.2808350257915248
Twitter,#Fitness,Post,Brazil,3536654,292882,7966,37642,Low,0.11085732446544107
TikTok,#Tech,Post,India,2783900,290747,64651,21853,Medium,0.18980782355688064
Instagram,#Tech,Tweet,Canada,911320,397818,13388,26310,High,0.538342184962472
Twitter,#Gaming,Tweet,UK,3481822,80175,68325,41815,Low,0.10591581074506394
YouTube,#Fitness,Live Stream,Australia,1416870,368333,28809,5632,Medium,0.3289109092577301
YouTube,#Challenge,Shorts,Germany,3458941,367246,48482,38137,Medium,0.1702735027859683
Twitter,#Fashion,Video,Canada,3331697,221708,84660,10308,Medium,0.14896432658792202
Twitter,#Music,Post,Brazil,754022,23357,98150,37681,High,0.521429082971054
Twitter,#Dance,Video,Australia,1835167,298712,16195,50,Medium,0.1892999383707314
TikTok,#Tech,Tweet,India,4069490,363061,74985,765,Medium,0.14486975026354654
TikTok,#Music,Tweet,Brazil,1963015,417328,41576,3075,Medium,0.2792673514975688
Twitter,#Tech,Video,Brazil,4387952,260744,7764,10999,Low,0.06974415399256874
Twitter,#Comedy,Reel,UK,2582163,336015,60643,48347,Medium,0.23803222337242072
YouTube,#Fashion,Shorts,Japan,4638671,371452,16316,46310,Low,0.11059633244090818
Instagram,#Tech,Tweet,USA,410444,256366,76964,9098,High,1.2314810302988959
Twitter,#Tech,Live Stream,Germany,2034778,167327,83115,26341,Medium,0.2306659497989461
TikTok,#Challenge,Tweet,UK,713539,395521,52325,40633,High,0.888195319386887
TikTok,#Tech,Shorts,India,2434680,120094,59075,15931,Medium,0.13520503721228253
Twitter,#Fashion,Video,Australia,3587110,51649,89478,30231,Low,0.1060867941044462
TikTok,#Dance,Shorts,Germany,2460537,203160,15349,30968,Medium,0.1264532904808991
Twitter,#Music,Post,Germany,1190594,304893,33293,44281,High,0.41435955497843935
YouTube,#Comedy,Shorts,Canada,2723499,249264,38529,23572,Medium,0.1512741513765931
Twitter,#Challenge,Live Stream,Japan,4216678,452894,83096,6059,Medium,0.16939875418516662
Twitter,#Music,Shorts,UK,2109525,73395,89584,19033,Medium,0.18023630912172173
TikTok,#Fashion,Live Stream,Australia,2118691,51266,15265,39734,Low,0.08331984229885339
TikTok,#Fitness,Video,Australia,579923,487181,219,39465,High,0.9773159540145847
Instagram,#Education,Live Stream,Brazil,132001,419371,71316,39401,High,5.394815190794009
Twitter,#Gaming,Shorts,Japan,281552,246077,83676,26090,High,1.9509184804227993
Instagram,#Fitness,Live Stream,USA,2309871,288470,79217,46717,Medium,0.26822060625896427
TikTok,#Music,Tweet,Germany,2669756,229127,77357,49206,Medium,0.20961091575409888
Instagram,#Education,Video,Canada,3373468,255416,34814,25166,Medium,0.12159297198016997
Twitter,#Fashion,Reel,UK,160165,473595,15369,33197,High,3.6593263197327754
TikTok,#Challenge,Post,UK,3724099,90120,50063,34585,Low,0.08310171131325993
TikTok,#Education,Video,Canada,4757293,394313,78165,31965,Medium,0.1456160047321029
Twitter,#Music,Video,Canada,4645686,446777,15642,26412,Medium,0.11764182943057279
Twitter,#Fitness,Shorts,Brazil,4741739,170278,66069,18352,Low,0.08545156112557017
Twitter,#Viral,Live Stream,Germany,2107265,257928,88494,37544,Medium,0.28401648582404204
TikTok,#Comedy,Live Stream,Japan,421767,153271,92874,4701,High,1.0463004455066423
Instagram,#Comedy,Reel,Canada,454350,156235,70705,24595,High,0.9189831627599868
Twitter,#Fashion,Reel,Canada,3268300,382429,74538,8612,Medium,0.19070067007312672
Twitter,#Viral,Tweet,Canada,6651,22479,24947,11283,High,18.025259359494815
TikTok,#Fitness,Post,India,1265641,256012,70345,37884,High,0.42888544223835984
Instagram,#Viral,Tweet,Germany,2888239,421574,35987,16821,Medium,0.194989749809486
Instagram,#Dance,Tweet,Canada,850931,6573,15362,16594,Low,0.10088597077788916
Twitter,#Gaming,Shorts,Canada,2118152,13010,53774,35179,Medium,0.11552051033164759
Instagram,#Dance,Video,India,247234,296015,55319,39566,High,2.1886310135337372
Twitter,#Fashion,Shorts,Canada,3222456,303054,58013,21680,Medium,0.16150817885488583
Twitter,#Viral,Post,UK,2012133,192947,29491,34692,Medium,0.17434434006101981
Twitter,#Music,Post,USA,4949423,17417,78926,33128,Low,0.06474512281532616
TikTok,#Tech,Reel,Brazil,1342285,474723,90043,13175,High,0.5745441541848415
Instagram,#Fitness,Tweet,USA,1115324,415045,34081,31910,High,0.5210216941444817
Twitter,#Dance,Video,Australia,4587929,426359,52404,29047,Medium,0.13985940061408972
Instagram,#Education,Reel,Japan,4008179,455643,63634,37656,Medium,0.18009599870664458
Twitter,#Tech,Reel,Canada,759694,365351,5889,32197,High,0.5889371246844124
TikTok,#Challenge,Live Stream,Germany,1360958,488748,52814,21553,High,0.5072133012187003
Twitter,#Viral,Video,Australia,2889543,52902,63885,24634,Low,0.10168562987295915
Instagram,#Tech,Reel,Australia,1420653,40254,15175,14173,Low,0.08033277654712305
TikTok,#Education,Tweet,USA,3939062,464055,50908,46604,Medium,0.18024265675432374
YouTube,#Tech,Video,Japan,4389372,241611,14910,38606,Low,0.08282574363713077
TikTok,#Gaming,Reel,Japan,872093,237702,32141,143,High,0.3834579568922122
YouTube,#Music,Post,UK,2478006,469276,57073,16266,Medium,0.27160023018507623
TikTok,#Challenge,Live Stream,Japan,4816608,10450,96249,3214,Low,0.06345232993841309
Instagram,#Viral,Live Stream,UK,2989338,479456,99198,24250,Medium,0.27616482311468293
YouTube,#Fitness,Tweet,USA,2450619,393130,29439,16494,Medium,0.20992043234790883
Twitter,#Challenge,Shorts,UK,3495620,264370,42528,26970,Medium,0.12755791533404662
TikTok,#Viral,Live Stream,UK,1782713,79936,65474,33082,Medium,0.19213524554990064
Twitter,#Viral,Post,UK,40315,245660,20515,23450,High,8.783455289594444
Instagram,#Comedy,Video,Japan,3808187,142833,22552,23672,Low,0.0677049210030915
Twitter,#Challenge,Shorts,Brazil,2347697,385302,85841,40121,Medium,0.3079899152233018
YouTube,#Tech,Shorts,Brazil,4288053,39463,99816,7492,Low,0.08253046312627199
Twitter,#Fitness,Video,Germany,1198783,102757,64448,45215,Medium,0.3224361706831011
TikTok,#Gaming,Reel,Brazil,1498964,362284,38536,9519,Medium,0.3315156334641793
TikTok,#Fitness,Reel,Brazil,3207539,370923,31855,28893,Medium,0.1634505457299194
Twitter,#Tech,Reel,UK,1556088,310527,69553,15425,Medium,0.35347358247091426
Instagram,#Viral,Live Stream,Japan,507910,439117,23000,36313,High,1.143397452304542
TikTok,#Dance,Tweet,UK,3445560,270449,55139,38067,Medium,0.14859703502478552
YouTube,#Education,Video,Germany,2851176,364420,46475,5976,Medium,0.18090675566853817
YouTube,#Dance,Live Stream,UK,3085394,447385,34168,6255,Medium,0.18227785495142598
YouTube,#Challenge,Video,Canada,598295,441991,68122,23592,High,1.159195714488672
YouTube,#Tech,Video,Japan,323613,80041,23225,35210,High,0.6802446131644897
TikTok,#Music,Post,Australia,4081534,350009,87267,5450,Medium,0.15256763755979982
Twitter,#Fashion,Live Stream,USA,2272154,318845,42786,25436,Medium,0.21920829309985151
TikTok,#Comedy,Tweet,UK,1371750,3936,66622,2780,Medium,0.15262402041188264
Twitter,#Viral,Shorts,Canada,3766760,286848,62825,37504,Medium,0.14610195499580542
TikTok,#Education,Post,Canada,1499664,207319,88398,30665,Medium,0.3559750717494052
TikTok,#Fashion,Live Stream,UK,1518152,92660,60723,46917,Medium,0.24283668565466435
TikTok,#Fitness,Video,UK,3175553,292632,83336,2755,Medium,0.17261560427427916
Twitter,#Education,Post,Canada,3768650,216605,32767,23675,Low,0.09612354556671487
Instagram,#Fitness,Reel,UK,1803252,274745,62197,45341,Medium,0.3061236033566024
YouTube,#Viral,Post,Japan,1489456,446331,87557,47811,High,0.5402133396354105
Instagram,#Music,Live Stream,Canada,3154913,367384,25852,41170,Medium,0.16712980674902922
Twitter,#Comedy,Tweet,UK,1554285,452975,22542,29937,Medium,0.37346754295383405
Instagram,#Music,Live Stream,Germany,1907181,338676,59140,30282,Medium,0.3023624920760012
Instagram,#Dance,Reel,Australia,483039,282741,24926,37989,High,0.8974368529249191
YouTube,#Fitness,Reel,Japan,4822353,247730,44555,34043,Low,0.09320781784328107
Twitter,#Fitness,Live Stream,Japan,4029198,466975,67045,10147,Medium,0.17085385230509892
YouTube,#Fitness,Reel,Germany,69120,45620,52454,12605,High,3.301388888888889
Instagram,#Fitness,Shorts,Japan,2533284,189339,96463,9657,Medium,0.1965993548295414
Instagram,#Viral,Post,Canada,1444784,440354,41263,32270,High,0.43513978560116945
YouTube,#Education,Shorts,Brazil,1174310,237235,78681,17776,High,0.433301257759876
Twitter,#Music,Video,India,1803388,484300,31088,15886,Medium,0.3378840271755163
TikTok,#Tech,Shorts,Japan,1517604,160995,69788,23037,Medium,0.27440162255766326
TikTok,#Fitness,Tweet,Brazil,2746993,39549,53941,13070,Low,0.08282219867324016
TikTok,#Viral,Post,Germany,4312799,395984,12729,37191,Medium,0.11791715774372977
TikTok,#Fitness,Shorts,Canada,3269647,395557,90552,37531,Medium,0.22701991988737621
Twitter,#Comedy,Reel,UK,3327043,459898,8577,4560,Medium,0.14870532181279292
TikTok,#Tech,Shorts,Germany,3590490,177470,69628,13394,Medium,0.11506563171043506
Instagram,#Comedy,Video,India,2109687,81944,74586,22335,Medium,0.1660777167418674
Twitter,#Tech,Post,Brazil,4842053,171073,74732,42889,Low,0.09934773535110004
Instagram,#Dance,Live Stream,Australia,2352184,486228,59382,26190,Medium,0.3047185084160083
Twitter,#Comedy,Video,Brazil,4485225,201005,32520,47972,Low,0.08795746032807719
Twitter,#Fashion,Live Stream,Japan,2061327,471049,25198,1014,Medium,0.26617368326325713
Twitter,#Education,Shorts,Germany,1618201,485204,92660,8526,High,0.4821625990837974
YouTube,#Fitness,Live Stream,Australia,1740011,394641,25434,40742,Medium,0.3174847745215404
Twitter,#Music,Post,Germany,3104601,401463,50057,4663,Medium,0.1806866647276091
YouTube,#Dance,Shorts,Germany,2924425,56074,82482,19622,Medium,0.11720731425835848
TikTok,#Gaming,Reel,Germany,683790,215503,17809,14778,High,0.4365170593310812
Instagram,#Tech,Tweet,Germany,2707572,230179,53270,6352,Medium,0.14872845486657418
YouTube,#Tech,Post,Japan,3249574,165175,61456,274,Low,0.10773442918979534
Instagram,#Tech,Reel,Brazil,4190005,84964,50369,19038,Low,0.0654288002042957
Twitter,#Dance,Live Stream,Brazil,4903151,221692,89008,32540,Low,0.11294696002631777
TikTok,#Challenge,Video,UK,203606,488156,57433,8556,High,3.3278341502706206
Twitter,#Challenge,Post,Brazil,495987,106797,25673,14776,High,0.43018869446175
Instagram,#Comedy,Shorts,UK,3415328,118469,14421,17676,Low,0.05770573133824921
Instagram,#Fitness,Video,Japan,3458904,231857,64606,40429,Medium,0.14644320860018087
YouTube,#Viral,Post,UK,1776694,409291,47848,32217,Medium,0.34742561183861714
Twitter,#Challenge,Live Stream,UK,1249604,30553,87308,16040,Medium,0.25972788179295203
Instagram,#Education,Tweet,Brazil,2362909,209360,42036,10082,Medium,0.15050600763719635
Instagram,#Challenge,Video,Canada,2980875,23957,13444,22622,Low,0.03674525097496541
Twitter,#Fitness,Post,Germany,4003396,356630,52250,48835,Medium,0.15263291465545753
Twitter,#Comedy,Live Stream,UK,4582322,164949,4598,34876,Low,0.05422905679696887
Instagram,#Music,Live Stream,USA,3284675,375788,31851,4538,Medium,0.14626013228097148
Instagram,#Challenge,Reel,USA,1558041,407000,95826,14793,High,0.46472717983673084
YouTube,#Fitness,Shorts,Brazil,2188290,74779,95888,30392,Medium,0.19340535303821704
TikTok,#Comedy,Tweet,UK,1893329,477886,83144,22309,High,0.40771360920368305
YouTube,#Challenge,Reel,USA,1259550,444463,95640,40419,High,0.6448501448930174
Instagram,#Dance,Live Stream,Australia,251154,309987,21850,21949,High,1.670031136274955
YouTube,#Fitness,Reel,Australia,3000680,425076,88638,29249,Medium,0.24977271818387833
YouTube,#Gaming,Post,Canada,4172105,113356,15475,39721,Low,0.05733868155283724
TikTok,#Dance,Shorts,India,1373399,241489,20322,23441,Medium,0.25435943960931967
Twitter,#Comedy,Tweet,UK,106972,206432,65280,9800,High,3.9437609841827768
YouTube,#Comedy,Video,Canada,3312960,366286,22239,43842,Medium,0.15716670288805176
TikTok,#Dance,Reel,USA,1529954,243198,84121,45333,High,0.38316642199700124
YouTube,#Tech,Post,Brazil,102258,164931,73156,20281,High,4.155772653484324
Instagram,#Gaming,Tweet,Australia,235741,197273,83423,15114,High,2.026673340657756
Twitter,#Fashion,Live Stream,Germany,3379946,52964,78464,19620,Low,0.09692344197214985
YouTube,#Challenge,Shorts,Canada,2234585,38539,86095,38190,Medium,0.16701266678152768
Twitter,#Dance,Live Stream,USA,2688261,401420,13288,32169,Medium,0.18808515988588906
TikTok,#Gaming,Video,Brazil,2260892,110179,66087,49262,Medium,0.18000152152336335
TikTok,#Music,Live Stream,Germany,1130376,138976,12325,30626,Medium,0.20984433498234215
Instagram,#Tech,Live Stream,USA,4650686,35344,74563,32695,Low,0.06975809590241096
Instagram,#Comedy,Shorts,Germany,473893,391296,16786,34510,High,1.0776145670014117
Instagram,#Comedy,Live Stream,India,2350338,117930,10242,49338,Low,0.10523252400293064
Twitter,#Fashion,Shorts,Canada,4539318,227085,49466,43222,Low,0.10176132185495707
YouTube,#Challenge,Tweet,Japan,1190886,286183,15049,26925,Medium,0.32343985906291617
Instagram,#Education,Tweet,Australia,11338,379782,86100,44273,High,64.0878461809843
Instagram,#Gaming,Shorts,Brazil,1878293,135556,66131,1905,Medium,0.1798223173913761
Instagram,#Challenge,Reel,India,1939855,270361,16051,48568,Medium,0.21426859224014166
Twitter,#Gaming,Tweet,India,3725275,304621,39355,21276,Medium,0.12488688754521478
YouTube,#Comedy,Tweet,USA,3464426,174304,3700,7670,Low,0.057944375200971246
TikTok,#Music,Reel,India,2404354,337049,40767,13246,Medium,0.20206758239427305
YouTube,#Tech,Post,USA,3462645,247106,97876,38689,Medium,0.178508625631562
TikTok,#Viral,Post,Australia,3106476,152334,49965,44652,Medium,0.12603767098152377
Instagram,#Comedy,Video,UK,4796296,473059,1016,10919,Low,0.1038186550621563
Twitter,#Tech,Shorts,USA,2876540,10981,63070,9201,Low,0.07599164273745541
Instagram,#Viral,Video,Japan,4298093,313918,75168,21454,Medium,0.13548566771356507
Instagram,#Comedy,Tweet,Japan,2685008,312885,79634,27209,Medium,0.2257740014182453
TikTok,#Fitness,Video,UK,794730,194026,93504,47841,High,0.7175015414039988
Twitter,#Gaming,Live Stream,Australia,1477708,265660,97515,21963,High,0.4074763079038619
TikTok,#Challenge,Video,USA,2418004,471089,47327,24701,Medium,0.2739747328788538
Instagram,#Fashion,Tweet,India,454490,367108,6386,33172,High,0.9958634953464323
TikTok,#Challenge,Reel,Japan,1061491,404574,82042,29450,High,0.6684936565642101
Twitter,#Gaming,Shorts,India,655507,247570,68972,23701,High,0.7656485743096565
TikTok,#Challenge,Shorts,Germany,2631238,442816,29304,44101,Medium,0.23522387560532343
Instagram,#Dance,Shorts,Canada,2414079,453772,12971,44775,Medium,0.24118307644447426
YouTube,#Fitness,Live Stream,Japan,3213925,436365,48616,46800,Medium,0.21027653103292704
Twitter,#Fitness,Live Stream,Australia,1658817,280297,70901,36696,Medium,0.3414433297946669
