Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score
Instagram,#Fashion,Tweet,Australia,3207625,410976,85117,37271,High,0.16628003585207124
Twitter,#Tech,Post,Australia,3036452,221744,11077,49900,Medium,0.0931089969477535
TikTok,#Music,Reel,Japan,4172163,236621,13929,2337,Medium,0.06061292427932466
Twitter,#Fitness,Video,India,1588694,85453,32995,47809,High,0.10465010883153081
TikTok,#Education,Reel,Germany,4698854,234921,87352,22243,Medium,0.07331915398946211
TikTok,#Dance,Shorts,Germany,1435830,117831,84434,24859,High,0.1581830718121226
TikTok,#Dance,Shorts,Australia,3990883,491508,66058,37043,High,0.14899183965052346
Twitter,#Education,Post,Canada,778600,491963,55403,8603,High,0.7140624197277164
TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941,Medium,0.05229175003131505
TikTok,#Dance,Video,Australia,4149798,198160,72234,42191,Medium,0.07532535318586592
Twitter,#Music,Video,Japan,3312891,292286,6952,23430,Medium,0.09739771094189335
TikTok,#Music,Video,India,1154890,242791,31594,24465,High,0.2587692334334872
YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209,Medium,0.0842453723945355
Twitter,#Gaming,Post,India,950724,371343,52165,30174,High,0.47719632616826757
Twitter,#Education,Post,Japan,4641254,378649,39504,22534,Medium,0.09494998549960851
YouTube,#Challenge,Reel,USA,633478,356209,80366,48809,High,0.7662207685191909
Twitter,#Fashion,Reel,Australia,513065,249364,19912,7312,High,0.539089589038426
Twitter,#Gaming,Tweet,Japan,2165655,124165,5295,34518,Medium,0.07571750809801192
Instagram,#Education,Video,USA,4029746,268583,97064,12067,Medium,0.09373146595343726
YouTube,#Music,Video,Japan,505913,272303,96744,360,High,0.7301789042780082
TikTok,#Challenge,Reel,USA,4486868,94546,72083,47825,Low,0.047795923570740216
Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,High,0.10073832804977381
Twitter,#Fitness,Post,Germany,2435410,326186,1739,5729,High,0.1370011620220004
Instagram,#Education,Video,USA,1171718,339285,76401,22897,High,0.37430764057563337
Twitter,#Comedy,Shorts,Brazil,4098970,468202,10925,38510,High,0.12628465199794095
YouTube,#Viral,Video,Australia,1538823,307662,59624,8124,High,0.24395918179023837
Twitter,#Fitness,Video,USA,2595660,434540,40012,13478,High,0.18801769106893815
TikTok,#Gaming,Shorts,Australia,3521130,260136,65723,32176,High,0.10168184645270126
Instagram,#Gaming,Tweet,India,3589308,407373,70852,20849,High,0.1390446292154365
YouTube,#Comedy,Tweet,UK,1035365,326981,34821,2572,High,0.35192806401607163
Instagram,#Education,Reel,UK,2315963,306373,6915,33050,High,0.14954383986272665
YouTube,#Education,Reel,Canada,2676777,488199,52014,45422,High,0.2187836341988892
Instagram,#Viral,Video,Canada,2950546,305105,99587,34102,High,0.14871620371280433
TikTok,#Fashion,Tweet,USA,3368170,17758,93392,19981,Low,0.03893241730672739
YouTube,#Fashion,Reel,Japan,4736019,308046,88779,33858,Medium,0.0909377686195938
TikTok,#Gaming,Reel,Japan,2258063,241357,49321,14634,High,0.13520969078364953
YouTube,#Comedy,Live Stream,Germany,4989820,166706,39793,15510,Low,0.04449238649891178
YouTube,#Tech,Post,Germany,4766161,384232,67245,8995,Medium,0.09661276654313608
TikTok,#Challenge,Reel,UK,4706101,198755,73600,39098,Medium,0.06618068757980332
Twitter,#Fashion,Live Stream,Canada,1726804,328441,44676,1323,High,0.21683989613181345
YouTube,#Dance,Tweet,Canada,3218932,135138,58808,4020,Medium,0.06150052253356082
Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612,High,0.40699865821819525
Twitter,#Gaming,Shorts,Japan,2307722,112883,48860,26500,Medium,0.08157091712086638
TikTok,#Fitness,Post,USA,3943560,361857,53708,10889,High,0.10813934617452252
YouTube,#Viral,Tweet,USA,4397362,416040,26255,37205,High,0.1090426487516834
Instagram,#Tech,Reel,India,2904623,210629,93645,25652,High,0.11358651363705376
YouTube,#Dance,Reel,USA,4648895,334635,14885,39943,Medium,0.08377539178665037
YouTube,#Education,Tweet,Japan,2182075,401349,79190,49849,High,0.24306588911930158
YouTube,#Tech,Tweet,Germany,3686801,289690,37216,29859,Medium,0.09676817381789796
Instagram,#Music,Video,UK,436676,411915,89675,24765,High,1.2053673661936997
Instagram,#Challenge,Tweet,Germany,1021135,442784,49480,32668,High,0.5140671899406053
Twitter,#Music,Tweet,USA,2616896,411249,93026,8004,High,0.19575825711071437
Instagram,#Fitness,Reel,Canada,80333,106027,74544,43880,High,2.7940074440142904
YouTube,#Dance,Post,USA,2286789,161388,40096,47798,High,0.10900962003927778
Twitter,#Tech,Tweet,Canada,803980,242545,76839,34020,High,0.4395681484614045
YouTube,#Fitness,Reel,Japan,1658169,328783,1574,11658,High,0.20626064050166176
Twitter,#Dance,Post,Japan,723296,216935,93964,23402,High,0.4621911361323718
TikTok,#Tech,Tweet,Japan,3206060,426226,17467,29795,High,0.14768532092350112
TikTok,#Tech,Post,Japan,1655182,289945,93775,32084,High,0.2512134617220342
TikTok,#Viral,Video,Australia,1476674,464620,19688,29990,High,0.34828134036354674
Twitter,#Viral,Shorts,Brazil,1771174,91099,97414,3140,High,0.10820676003599872
TikTok,#Challenge,Reel,Australia,3327212,134040,6283,36793,Medium,0.05323255626632748
TikTok,#Gaming,Post,India,690673,437322,28171,24122,High,0.7088955265371601
YouTube,#Gaming,Tweet,Australia,3569008,137418,23331,49305,Medium,0.05885500957128704
TikTok,#Dance,Tweet,Brazil,3099684,153065,41200,7632,Medium,0.06513470405370354
Twitter,#Music,Reel,Japan,3710671,76950,26333,7103,Low,0.029748258468616593
Instagram,#Education,Post,Canada,3188483,368317,49091,21981,High,0.13780503142089828
TikTok,#Comedy,Live Stream,USA,2801347,499380,60311,12282,High,0.20417784729988822
TikTok,#Challenge,Live Stream,USA,2248578,93218,59577,14331,Medium,0.07432519574593366
Twitter,#Music,Live Stream,Australia,1609482,403027,23102,44642,High,0.2924984560249819
YouTube,#Challenge,Live Stream,Brazil,4251376,37945,3378,26696,Low,0.015999290582625485
YouTube,#Challenge,Reel,India,1358058,300720,59766,43145,High,0.29721190111173457
TikTok,#Tech,Tweet,India,2606224,69943,67574,13284,Medium,0.057861872195175856
Instagram,#Viral,Video,Brazil,3442475,429165,1181,16421,High,0.12978075367286618
Twitter,#Dance,Live Stream,Australia,3909627,162796,63419,5547,Medium,0.05927982388089708
YouTube,#Education,Post,Germany,4022893,120768,54001,43214,Medium,0.05418563208119132
TikTok,#Fitness,Live Stream,Canada,2288198,160224,63631,2779,Medium,0.09904475049799012
YouTube,#Fashion,Post,Germany,1707547,468293,62396,41097,High,0.3348581327483226
TikTok,#Dance,Reel,USA,167982,473290,53315,22117,High,3.266552368706171
Twitter,#Tech,Shorts,India,1723036,269685,15870,11719,High,0.17252918685390206
Instagram,#Tech,Video,Germany,1368137,220395,47904,42984,High,0.2275232670412393
Instagram,#Comedy,Shorts,Brazil,1753723,413003,90078,39688,High,0.30949528517331415
Twitter,#Music,Live Stream,USA,4289386,188014,39473,14691,Medium,0.05645982898251638
Twitter,#Comedy,Video,USA,3356274,322024,4474,33051,High,0.1071274276176498
Instagram,#Dance,Tweet,Germany,2213124,480760,63167,20082,High,0.25484744641511275
TikTok,#Comedy,Video,Canada,1714956,137707,28180,47207,High,0.12425624913991963
TikTok,#Comedy,Shorts,UK,2347135,149856,83261,13888,High,0.10523680998323488
YouTube,#Tech,Reel,Canada,3849864,429897,10666,23842,High,0.12062893650269205
TikTok,#Fitness,Shorts,USA,2458064,428601,16411,12329,High,0.18605740127189527
TikTok,#Fashion,Tweet,UK,4138951,356632,57983,12027,High,0.10307974170266813
Twitter,#Tech,Reel,USA,786091,115476,45804,33532,High,0.24782372524300622
Instagram,#Comedy,Tweet,Australia,2428341,178208,2717,10620,Medium,0.07887895480906512
Instagram,#Music,Reel,Australia,1934060,55050,41483,39848,Medium,0.07051539249040878
YouTube,#Comedy,Live Stream,UK,3328075,305353,8424,46784,High,0.108339205096039
Instagram,#Challenge,Shorts,India,4618662,1774,38568,31300,Low,0.015511418674932264
YouTube,#Education,Video,Brazil,2637799,128740,47263,25381,Medium,0.07634546832415964
Twitter,#Viral,Post,Japan,1021175,427434,92929,40158,High,0.5488980830905574
Instagram,#Fashion,Post,India,136708,9741,60279,1977,High,0.5266480381543143
TikTok,#Tech,Live Stream,Brazil,4820047,240695,76116,10533,Medium,0.06791303072355934
YouTube,#Tech,Video,Canada,1417619,261333,28832,33631,High,0.22840833820652798
Instagram,#Challenge,Shorts,Canada,3373662,127818,52586,17121,Medium,0.05854913740617762
Twitter,#Viral,Live Stream,Australia,280264,24388,40754,36005,High,0.36089900950532355
YouTube,#Dance,Post,Brazil,1412186,348080,24255,47797,High,0.2975047196332494
YouTube,#Comedy,Live Stream,Australia,2440607,59389,15997,21735,Low,0.03979378900412889
YouTube,#Viral,Live Stream,Canada,1212383,134452,16512,26744,High,0.14657744293676173
YouTube,#Education,Shorts,India,2561337,468506,33962,5509,High,0.1983249373276535
YouTube,#Dance,Post,Japan,886874,374139,41228,35296,High,0.5081477188416844
TikTok,#Tech,Tweet,Brazil,1622096,119815,41769,1529,High,0.1005569337449818
Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055,High,0.3860029713913762
Twitter,#Music,Video,Germany,4119667,242655,41085,3854,Medium,0.06981001134314982
TikTok,#Education,Post,USA,3974573,400911,46622,18136,High,0.11716201966852792
YouTube,#Challenge,Post,India,2764814,67913,48844,32596,Medium,0.05401918537738886
Instagram,#Dance,Post,Canada,3105914,310842,86059,25445,High,0.13598122807006247
YouTube,#Fitness,Video,UK,2289887,411599,6923,34729,High,0.19793596801938262
YouTube,#Education,Video,Japan,1213734,342720,58380,21282,High,0.34800211578484247
YouTube,#Fitness,Video,Germany,264136,434933,9642,7876,High,1.7129471181512554
Twitter,#Dance,Shorts,Germany,1661537,8669,88291,10996,Medium,0.06497357567120082
Instagram,#Music,Live Stream,UK,643763,472554,57987,11509,High,0.8420024139318352
TikTok,#Dance,Reel,Australia,1296499,230354,67311,23584,High,0.24778191113143935
TikTok,#Comedy,Post,Germany,1205102,220248,24146,6273,High,0.20800479959372734
Twitter,#Comedy,Post,India,3264905,287339,75893,22514,High,0.11814922639402985
TikTok,#Fashion,Tweet,Japan,4295107,52742,18986,7245,Low,0.01838673634905952
YouTube,#Tech,Tweet,Canada,736289,485171,37329,48944,High,0.776113727082708
Twitter,#Gaming,Tweet,UK,961783,142483,59165,21732,High,0.232256132620352
Instagram,#Challenge,Live Stream,UK,3171066,339557,4006,12554,High,0.11230198299247005
YouTube,#Comedy,Live Stream,Canada,2389579,152619,48984,25191,Medium,0.0949096054158494
TikTok,#Challenge,Shorts,India,804183,164716,88378,8578,High,0.3253886242310519
Twitter,#Music,Reel,India,278830,96874,13638,40689,High,0.5422694831976473
YouTube,#Fitness,Shorts,UK,894414,424359,9498,48618,High,0.539431404249039
YouTube,#Viral,Reel,UK,3175002,317730,81407,42155,High,0.13898951874675985
YouTube,#Dance,Reel,Brazil,2362838,3194,35532,3408,Low,0.017831946159660543
TikTok,#Dance,Video,USA,2010391,142135,17115,37585,Medium,0.09790881475295105
Twitter,#Music,Tweet,UK,1333519,33634,67008,19020,Medium,0.08973400453986782
TikTok,#Challenge,Video,USA,2851867,407380,86927,39494,High,0.18717597980550987
Instagram,#Education,Reel,Canada,330476,485696,2619,4585,High,1.4914850095014465
Twitter,#Comedy,Post,Australia,1068462,397476,34854,18603,High,0.4220393425316015
Twitter,#Tech,Live Stream,Australia,370537,271989,18364,40465,High,0.8928069261639189
Twitter,#Fitness,Video,Germany,2055018,318200,34749,4831,High,0.1741006648116951
Instagram,#Dance,Video,Brazil,1179104,355660,14269,32625,High,0.34140669525334494
Twitter,#Fashion,Reel,USA,842477,301736,68814,19088,High,0.4624909641450152
Instagram,#Fashion,Live Stream,India,739337,157550,81164,9915,High,0.3362864295984105
Twitter,#Fitness,Shorts,Australia,4500031,189284,97120,44811,Medium,0.0736028262916411
YouTube,#Education,Tweet,UK,1215133,357427,68104,34015,High,0.3781857623815665
Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161,High,0.1292072068864221
Twitter,#Dance,Reel,India,1190740,213240,94333,16398,High,0.2720753481028604
YouTube,#Fashion,Post,Brazil,1118979,426061,23299,8196,High,0.40890490348791175
Instagram,#Fashion,Tweet,Brazil,4007152,432650,96770,7738,High,0.1340498189237643
Twitter,#Fashion,Post,Japan,3390112,413183,6201,2949,High,0.12457789005201009
Instagram,#Viral,Reel,Canada,4223266,5635,13422,13879,Low,0.007798703657311663
Twitter,#Tech,Tweet,USA,837863,264887,35633,21578,High,0.38442800314609904
Twitter,#Viral,Tweet,Germany,3425267,229865,43423,22490,Medium,0.08635180848675446
Twitter,#Education,Shorts,Germany,4347648,241142,55800,165,Medium,0.06833740910027675
TikTok,#Music,Video,UK,2454558,271958,31163,46231,High,0.14232786513905965
Twitter,#Fitness,Video,Brazil,4328041,127158,91300,2263,Medium,0.05099789951158041
TikTok,#Tech,Live Stream,Germany,4511744,254344,59222,41866,Medium,0.07877929244212438
YouTube,#Fashion,Live Stream,Japan,4610463,425376,84697,14385,High,0.11375386810391928
Instagram,#Education,Live Stream,Germany,2277825,468829,14948,24904,High,0.22331873607498381
YouTube,#Music,Live Stream,Japan,3893120,140608,79169,3536,Medium,0.05736093416077593
TikTok,#Gaming,Video,Canada,323133,316119,92969,275,High,1.2668560623644134
TikTok,#Comedy,Reel,Japan,4714288,367578,82639,34084,High,0.10273046534280468
Instagram,#Viral,Reel,Japan,2449412,260270,93639,48015,High,0.16408999384342038
Instagram,#Fashion,Video,Germany,3525460,12794,64359,44733,Low,0.03457307698853483
YouTube,#Viral,Reel,Canada,4742368,54608,90554,26913,Low,0.036284615618189055
Instagram,#Fashion,Reel,Australia,2884482,205837,18884,34478,Medium,0.0898598084508761
TikTok,#Education,Tweet,Japan,2816091,31691,13582,28775,Low,0.026294604826335513
Twitter,#Challenge,Tweet,Canada,4467747,342278,65649,39380,High,0.1001191428252316
YouTube,#Music,Reel,USA,4985164,47700,96055,48941,Low,0.0386538938337836
TikTok,#Comedy,Shorts,Germany,4745468,126563,37361,35102,Low,0.04194022591660085
YouTube,#Tech,Video,UK,4193386,430264,84216,12887,High,0.12576161603057767
YouTube,#Education,Tweet,USA,1406438,73183,6162,13527,Medium,0.0660334831681169
YouTube,#Dance,Live Stream,Germany,4920264,398327,3628,34070,Medium,0.08861821235608495
TikTok,#Fitness,Live Stream,Australia,675163,272637,95308,27495,High,0.5856956023952734
YouTube,#Fitness,Shorts,Germany,3156979,486439,65910,47543,High,0.19002090289482446
Twitter,#Dance,Reel,Canada,2825287,117638,95968,7429,Medium,0.07823452980175112
Instagram,#Comedy,Live Stream,India,4880933,424044,36411,15765,Medium,0.09756741180425955
TikTok,#Comedy,Shorts,Japan,203380,209884,73618,20779,High,1.4961205624938538
Instagram,#Viral,Live Stream,Germany,1591371,457773,5808,24319,High,0.306590983497877
Twitter,#Tech,Shorts,India,3671946,28063,80288,21251,Low,0.03529518135615284
Instagram,#Music,Shorts,Germany,4747943,215327,30817,27401,Medium,0.05761337067441627
Twitter,#Fashion,Live Stream,Germany,2578412,251504,84789,13528,High,0.13567304216703924
YouTube,#Viral,Video,India,1449220,225649,39904,16363,High,0.19452947102579318
YouTube,#Challenge,Post,Japan,597344,17521,66825,29302,High,0.19025553115122945
TikTok,#Comedy,Video,Canada,1009899,476137,3228,47964,High,0.5221601368057598
YouTube,#Fashion,Shorts,USA,3120029,151582,8928,27509,Medium,0.06026193987299477
TikTok,#Gaming,Tweet,Australia,2364689,57101,14115,11231,Low,0.03486589568437964
YouTube,#Gaming,Video,Canada,853053,422491,51824,41589,High,0.6047736776026812
TikTok,#Dance,Post,Germany,318179,247637,74541,9632,High,1.0428406651601771
Twitter,#Fashion,Tweet,UK,2205622,171076,81828,23677,High,0.12539818699668392
TikTok,#Viral,Post,Canada,963137,158489,94198,2651,High,0.26511077863273863
Twitter,#Tech,Video,Canada,4356359,427373,98628,27675,High,0.12709604511473915
Instagram,#Challenge,Tweet,Australia,1180989,109429,18098,33218,High,0.1361104972188564
YouTube,#Challenge,Reel,Brazil,3465465,146955,2010,4596,Low,0.04431180231224381
Instagram,#Comedy,Reel,India,2744810,30544,94790,20833,Medium,0.05325213767073131
Twitter,#Fitness,Video,UK,4517381,232135,69688,1995,Medium,0.06725534109254898
Twitter,#Fitness,Video,Canada,4496073,124732,19857,2918,Low,0.0328079637496989
Instagram,#Fashion,Live Stream,Germany,323411,56058,33031,39409,High,0.3973210558700848
YouTube,#Education,Reel,Germany,1690683,485592,49331,19554,High,0.3279603568498648
TikTok,#Music,Reel,Canada,4125312,360231,50867,10401,High,0.10217384769927705
Instagram,#Education,Reel,India,3262393,454181,90442,5100,High,0.16850299764620633
TikTok,#Fitness,Shorts,Brazil,1323089,321120,43717,31601,High,0.2996306370924405
YouTube,#Fitness,Reel,Germany,4993673,462012,14851,39245,High,0.1033523821043148
YouTube,#Gaming,Shorts,USA,1871397,491635,26412,40281,High,0.29834823930999144
Twitter,#Music,Live Stream,Germany,1091382,169871,69296,28132,High,0.24491791141873331
Instagram,#Gaming,Tweet,Brazil,3717231,417599,10888,30642,High,0.12351371222288848
Twitter,#Challenge,Shorts,UK,3351844,109560,72783,24165,Medium,0.06161026587156204
YouTube,#Education,Post,USA,1088400,219478,50960,9544,High,0.2572418228592429
TikTok,#Music,Tweet,UK,1068851,486900,57469,18804,High,0.526895703891375
YouTube,#Tech,Shorts,Brazil,4256215,226028,42182,44655,Medium,0.07350779977045332
Twitter,#Education,Post,Canada,2875825,267989,33779,31998,High,0.11605921778967775
YouTube,#Tech,Tweet,Germany,1064061,290505,80733,47868,High,0.39387403541714244
TikTok,#Fitness,Reel,Canada,3806689,20540,47457,9403,Low,0.02033263027265952
Twitter,#Gaming,Post,Japan,4581334,82540,38617,2955,Low,0.027090799317404057
TikTok,#Challenge,Shorts,India,1122575,36002,75771,49277,High,0.14346480190633143
TikTok,#Gaming,Video,UK,3589440,232704,14507,29927,Medium,0.0772092582686993
Twitter,#Viral,Post,Canada,3436501,353078,6086,47414,High,0.11831161987149139
YouTube,#Education,Live Stream,Australia,4946463,445158,72002,36183,High,0.1118663982728669
Twitter,#Challenge,Reel,USA,1687923,409229,27714,13106,High,0.26662886873394104
TikTok,#Dance,Live Stream,Brazil,924656,154970,2083,31448,High,0.20386067899845997
YouTube,#Gaming,Shorts,USA,3630952,413617,89862,4384,High,0.13987048024870613
Instagram,#Comedy,Live Stream,Australia,23823,40878,92816,32364,High,6.970490702262519
Twitter,#Tech,Video,Germany,3270361,115776,61334,8923,Medium,0.0568845457733871
TikTok,#Fitness,Video,UK,534126,87051,54840,1455,High,0.26837487783781355
TikTok,#Comedy,Video,Germany,4126231,268495,57440,8547,Medium,0.08106235448281979
YouTube,#Tech,Tweet,India,4883178,104079,97157,25266,Low,0.04638413754321469
Instagram,#Music,Post,UK,1749951,204875,35997,12109,High,0.14456461923791009
TikTok,#Comedy,Video,Japan,215435,384718,41860,11247,High,2.0322835193909996
TikTok,#Dance,Live Stream,Japan,1166376,489633,74135,5827,High,0.48834595362044486
Instagram,#Gaming,Post,UK,4096709,436110,99307,43672,High,0.14135468250246722
TikTok,#Gaming,Reel,Brazil,4482940,45442,17114,47200,Low,0.024483040147760177
Instagram,#Fashion,Tweet,UK,183630,124969,28636,6719,High,0.8730817404563525
Instagram,#Fitness,Shorts,Canada,1270114,443977,12624,5006,High,0.363437455220555
YouTube,#Viral,Post,Australia,3869946,95722,26834,29707,Low,0.03934499344435297
YouTube,#Gaming,Live Stream,India,4596667,27747,18462,49929,Low,0.020914719295524343
Instagram,#Dance,Tweet,USA,1253544,142240,4875,24089,High,0.13657597978212171
Instagram,#Music,Video,Japan,1581916,469936,5231,20186,High,0.31313483143226317
YouTube,#Challenge,Tweet,USA,2572752,354527,52194,10554,High,0.1621901372538045
Instagram,#Fitness,Live Stream,USA,1760362,304604,96372,32740,High,0.24637886980064327
Instagram,#Education,Video,Australia,2065185,429022,80506,34002,High,0.2631870752499171
Twitter,#Dance,Shorts,Brazil,2321786,187199,28150,34043,High,0.10741386157036006
Instagram,#Viral,Post,India,1834220,276597,79599,22457,High,0.20643815899946572
YouTube,#Fitness,Video,India,3627837,118275,97590,15628,Medium,0.06381019874928229
Twitter,#Dance,Post,Brazil,1869418,422698,91378,14943,High,0.2829859346598781
YouTube,#Dance,Post,USA,3319990,492053,70509,850,High,0.16970292079193008
Instagram,#Music,Tweet,Germany,1401937,135014,42756,42886,High,0.1573936631959924
Twitter,#Tech,Shorts,Brazil,3069341,152047,18783,29122,Medium,0.06514492850419683
YouTube,#Education,Reel,UK,4571329,49155,98931,27535,Low,0.03841793054054959
Twitter,#Viral,Live Stream,UK,3533891,362421,44888,6152,High,0.1169987982085469
TikTok,#Education,Reel,Brazil,2967157,412876,73893,17235,High,0.16986091399949513
Twitter,#Fashion,Post,Germany,2307580,242509,24840,36605,High,0.13171981036410438
Instagram,#Viral,Live Stream,UK,538315,258979,34138,31038,High,0.602166018037766
YouTube,#Tech,Reel,Japan,2864531,281538,66575,25027,High,0.13026216158945392
YouTube,#Gaming,Tweet,Brazil,4812846,282674,48887,13168,Medium,0.07162685030852847
Twitter,#Comedy,Post,UK,4988430,387248,73957,36470,Medium,0.09976585819586523
TikTok,#Tech,Post,UK,320458,417326,92430,12583,High,1.62997647117563
TikTok,#Music,Live Stream,India,494177,74495,51341,20363,High,0.2958433921449197
TikTok,#Gaming,Reel,Australia,2263835,253167,92950,2373,High,0.15393789741743547
Instagram,#Music,Live Stream,Japan,2243545,436598,7615,11674,High,0.2031994009480532
Instagram,#Education,Reel,Canada,1786017,418903,61845,42763,High,0.29311647089585374
TikTok,#Challenge,Video,Australia,2793453,52138,49038,10863,Low,0.04010770898955522
Twitter,#Viral,Tweet,USA,4561911,61464,87896,29370,Low,0.03917875644658565
YouTube,#Gaming,Post,Brazil,4608473,304395,4335,6543,Medium,0.06841159750746072
TikTok,#Fitness,Tweet,Canada,2090020,106952,66241,31466,Medium,0.09792202945426359
TikTok,#Challenge,Post,Japan,2954922,83459,90758,11510,Medium,0.06285343572520696
TikTok,#Comedy,Reel,Germany,2972779,83040,51880,28713,Medium,0.05504378226568474
YouTube,#Challenge,Tweet,USA,1149619,297330,86236,24425,High,0.3548923599905708
TikTok,#Fitness,Live Stream,India,3654157,446765,960,10338,High,0.12535394620428186
Twitter,#Dance,Video,USA,237146,366143,43936,27510,High,1.845230364416857
Twitter,#Challenge,Video,Brazil,4822497,93252,89723,22110,Low,0.04252672422605965
Instagram,#Comedy,Post,Japan,4059730,479772,15896,35015,High,0.13071879164377925
YouTube,#Education,Post,Japan,1704415,111106,36968,11611,Medium,0.09368903700096515
TikTok,#Gaming,Shorts,UK,1245862,162049,83886,27223,High,0.21925221252434057
Twitter,#Gaming,Video,Australia,536923,464158,44277,47080,High,1.0346269390583007
YouTube,#Tech,Post,Brazil,540051,496755,33448,20685,High,1.0200666233374256
YouTube,#Tech,Post,Germany,2550618,270046,39624,31764,High,0.13386324412358103
Instagram,#Challenge,Video,Germany,3262707,322516,95255,21585,High,0.13465996180472228
Instagram,#Music,Post,Canada,3707557,238257,87810,32469,Medium,0.09670411001098567
YouTube,#Fitness,Post,Canada,3789717,314746,69878,17368,High,0.10607441136105941
YouTube,#Fitness,Video,USA,1980686,27994,52403,25446,Medium,0.053437546385444235
TikTok,#Fashion,Live Stream,UK,2133430,479806,15065,12873,High,0.2379942158870926
TikTok,#Gaming,Video,Japan,3067711,211685,55025,91,Medium,0.08697070877928201
TikTok,#Tech,Live Stream,India,2412395,496981,33360,46462,High,0.23909973283811317
Instagram,#Dance,Video,UK,712815,321009,10779,9754,High,0.47914536029685123
Twitter,#Education,Tweet,UK,1582056,494486,84288,37093,High,0.3892826802591059
Instagram,#Education,Tweet,Japan,322957,396843,98493,11487,High,1.5693203739197479
YouTube,#Fitness,Shorts,India,4995243,198754,50261,36892,Medium,0.05723585419167796
TikTok,#Fashion,Shorts,Japan,3678890,73518,35146,5294,Low,0.030976191188102933
Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,Medium,0.053923810615950196
Instagram,#Dance,Shorts,Australia,1684281,409446,92094,7598,High,0.30228803863488335
TikTok,#Music,Reel,UK,1873057,21326,82659,29430,Medium,0.0712284783645132
YouTube,#Gaming,Post,Australia,4400045,264695,92687,40287,Medium,0.09037839385733555
Twitter,#Tech,Video,Germany,4295904,96005,37813,34742,Low,0.03923737588177017
TikTok,#Education,Live Stream,India,1325071,32968,51401,6451,Medium,0.06853972353179566
YouTube,#Challenge,Tweet,Brazil,655188,203395,52047,33016,High,0.44026752626726984
Twitter,#Education,Reel,India,3918763,377071,94228,18967,High,0.12510733616705066
Instagram,#Challenge,Post,Germany,990310,94516,53191,6975,High,0.1561955347315487
Twitter,#Challenge,Live Stream,India,239932,144696,32439,22126,High,0.8304894720170715
TikTok,#Viral,Reel,India,1093638,160508,65534,14746,High,0.22017157414062058
Instagram,#Viral,Shorts,India,4459322,130429,41640,43576,Low,0.048358248182122754
Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,High,0.11455572923820265
Twitter,#Dance,Post,Brazil,180256,229751,7248,44829,High,1.5634874844665365
TikTok,#Fitness,Tweet,Brazil,3716784,8333,58793,1796,Low,0.018543450466855217
Twitter,#Tech,Post,UK,2121741,241186,76623,19400,High,0.15893033127040482
Twitter,#Comedy,Post,India,1491502,426504,12495,12223,High,0.302528591983115
TikTok,#Music,Post,USA,863776,360210,45845,199,High,0.47032332456562814
Instagram,#Comedy,Post,Germany,671118,362241,15395,711,High,0.5637562991903063
Twitter,#Fashion,Reel,India,1732622,439661,38668,776,High,0.2765202104094257
YouTube,#Fitness,Post,Australia,3944670,372509,62062,992,High,0.11041810848562744
Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087,Medium,0.07245818236283977
YouTube,#Music,Post,India,1026032,380810,37630,25608,High,0.43278182356885553
YouTube,#Dance,Shorts,Brazil,4106517,307295,68183,5092,Medium,0.09267464374310395
YouTube,#Tech,Post,Canada,2479066,402001,44542,16506,High,0.18678365158491142
Twitter,#Challenge,Post,USA,4289404,303500,69530,26484,Medium,0.09313974622115334
Instagram,#Comedy,Tweet,Germany,4751448,53228,671,10009,Low,0.01345021559743472
YouTube,#Gaming,Tweet,USA,3416751,64162,48379,32333,Low,0.0424010997582206
Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368,Medium,0.09264459749090016
Twitter,#Fitness,Post,Brazil,3130764,471908,48103,21747,High,0.17304338493735075
Instagram,#Challenge,Post,Germany,735519,381334,90166,35476,High,0.6892765516594405
TikTok,#Dance,Post,Brazil,515113,69782,39001,16271,High,0.2427700329830542
TikTok,#Music,Shorts,Germany,4632593,82688,35928,8999,Low,0.027547207363133347
YouTube,#Education,Shorts,USA,1763821,229796,94518,13069,High,0.1912796139744339
YouTube,#Tech,Tweet,USA,2579953,129665,13366,22743,Medium,0.06425465890270093
Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High,0.11980628849358714
TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358,High,0.20564948034997127
Twitter,#Gaming,Shorts,USA,829927,186967,80175,49580,High,0.381626335810258
Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189,Medium,0.09960112569991915
Instagram,#Education,Tweet,Canada,3923269,38803,3269,25920,Low,0.01733044560543771
Instagram,#Comedy,Tweet,Germany,1684045,237632,16203,33795,High,0.17079709865235193
TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,Low,0.026033931644947137
