Post_ID,Platform,Hashtag,Content_Type,Views,Likes,Shares,Comments,Engagement_Level
Post_2973,TikTok,#Comedy,Video,1621403,210894,49146,22589,Low
Post_3631,YouTube,#Challenge,Shorts,71395,250794,24677,5802,Medium
Post_2069,TikTok,#Viral,Video,2547428,444557,87696,16993,Low
Post_381,TikTok,#Gaming,Tweet,1572385,2798,3479,39467,Low
Post_1809,YouTube,#Fitness,Tweet,3376862,256792,32295,36817,Low
Post_4891,Twitter,#Education,Video,3421671,94805,57365,34013,High
Post_339,Instagram,#Education,Video,961039,320162,73066,32,Low
Post_4290,YouTube,#Fitness,Post,468433,104947,95399,32253,High
Post_1876,Instagram,#Music,Post,4914449,262719,19486,33696,Low
Post_4326,Instagram,#Tech,Reel,4821524,61393,87511,45741,Low
Post_702,Twitter,#Fitness,Post,3833320,377497,20389,24912,Medium
Post_2995,Twitter,#Music,Shorts,4216827,464621,48974,29661,High
Post_1965,YouTube,#Music,Video,1037395,385043,49209,9326,High
Post_3969,YouTube,#Music,Reel,2926180,224208,89599,29486,Low
Post_3953,TikTok,#Viral,Video,4887642,267244,25145,15083,Low
Post_632,TikTok,#Dance,Shorts,1455898,52265,90966,7346,Low
Post_780,YouTube,#Fitness,Live Stream,4913424,4745,61101,19149,High
Post_2691,YouTube,#Music,Reel,1683188,12857,67163,35020,High
Post_4642,Instagram,#Comedy,Video,4690084,461297,95691,23649,High
Post_3988,YouTube,#Music,Tweet,3906230,212115,8663,32728,Low
Post_2482,TikTok,#Tech,Shorts,4047723,238367,5924,7164,Medium
Post_453,Twitter,#Tech,Live Stream,2685855,480303,16618,3297,Medium
Post_479,Twitter,#Fitness,Reel,3033602,338637,28669,36429,Low
Post_3453,Instagram,#Fashion,Post,4048901,50694,92406,8402,High
Post_3860,YouTube,#Fashion,Live Stream,2888639,155660,55476,37832,High
Post_3653,Instagram,#Comedy,Reel,3699879,213072,16388,34755,Medium
Post_1792,Instagram,#Tech,Tweet,3070332,34145,25996,24504,Medium
Post_4963,Instagram,#Dance,Post,3394623,412913,94817,13878,Low
Post_4699,TikTok,#Challenge,Live Stream,4033514,337654,97426,20972,Low
Post_1205,Twitter,#Comedy,Shorts,4098970,468202,10925,38510,High
Post_2223,YouTube,#Comedy,Tweet,965294,180682,20214,10817,Medium
Post_179,Twitter,#Fitness,Reel,1519290,495937,13211,49107,Low
Post_3557,TikTok,#Comedy,Video,2508707,218230,85351,34203,Low
Post_40,Twitter,#Comedy,Post,4510477,274631,82143,13932,Low
Post_4754,Instagram,#Gaming,Live Stream,3097651,268306,65885,16747,High
Post_833,YouTube,#Fitness,Live Stream,111712,374446,85509,48663,Low
Post_231,Instagram,#Dance,Video,4300552,428951,18627,12148,Low
Post_1370,Twitter,#Tech,Video,4356359,427373,98628,27675,Low
Post_1427,Twitter,#Viral,Live Stream,3533891,362421,44888,6152,Low
Post_307,YouTube,#Comedy,Tweet,3205182,109645,57308,13223,Medium
Post_736,YouTube,#Challenge,Post,1663359,117919,84855,35699,High
Post_1322,Twitter,#Fitness,Shorts,4500031,189284,97120,44811,Medium
Post_1111,Twitter,#Fashion,Live Stream,3305437,493487,69852,38719,High
Post_2314,Twitter,#Gaming,Tweet,3561668,293915,74678,26781,Medium
Post_937,YouTube,#Tech,Video,4389372,241611,14910,38606,High
Post_1193,YouTube,#Fitness,Video,2289467,55335,94333,43209,High
Post_3928,Instagram,#Fitness,Post,3499748,84192,50937,40619,Low
Post_3736,Twitter,#Music,Live Stream,3971657,222774,54533,6548,Low
Post_3579,Twitter,#Tech,Video,1777426,55185,14532,34839,Medium
Post_1437,Instagram,#Music,Live Stream,2243545,436598,7615,11674,Medium
Post_2945,Instagram,#Fashion,Video,1745859,326923,67496,2336,High
Post_2762,Twitter,#Music,Reel,4813102,139163,69572,25727,High
Post_4267,Instagram,#Dance,Tweet,3691701,448223,32943,40561,Low
Post_4149,TikTok,#Dance,Tweet,3305011,32506,56465,32043,Low
Post_3400,TikTok,#Viral,Video,705147,61971,67431,44195,High
Post_761,Instagram,#Tech,Reel,4975026,113245,73842,39396,Medium
Post_3512,Instagram,#Gaming,Reel,2956646,230844,11370,12565,High
Post_2849,Twitter,#Viral,Post,4365247,320273,13480,21042,High
Post_4103,YouTube,#Music,Tweet,4796425,175643,16858,15832,High
Post_2242,Twitter,#Fitness,Live Stream,1815867,356490,24330,35584,High
Post_3271,TikTok,#Challenge,Reel,1499889,478518,92766,2125,High
Post_4988,Instagram,#Fashion,Video,1143337,491688,11608,8331,High
Post_999,Twitter,#Dance,Live Stream,4903151,221692,89008,32540,Medium
Post_881,Instagram,#Tech,Tweet,911320,397818,13388,26310,High
Post_2411,TikTok,#Comedy,Live Stream,2027807,181535,68072,3161,Medium
Post_886,Twitter,#Music,Post,754022,23357,98150,37681,High
Post_3589,Twitter,#Challenge,Video,1062762,235851,32368,25476,Low
Post_294,TikTok,#Gaming,Shorts,3949831,495150,7915,2858,High
Post_1884,Twitter,#Comedy,Live Stream,4821034,182518,97479,48134,High
Post_1859,Instagram,#Dance,Live Stream,3358828,121374,48219,25068,High
Post_4303,YouTube,#Fashion,Reel,4798416,63981,7160,25445,Medium
Post_717,Twitter,#Education,Tweet,780079,483875,969,40858,Medium
Post_2650,Instagram,#Music,Reel,3073979,274163,78633,27860,Low
Post_4304,Instagram,#Comedy,Video,4642714,29147,73143,24735,Low
Post_980,TikTok,#Tech,Shorts,1517604,160995,69788,23037,High
Post_2854,YouTube,#Viral,Video,540884,177369,13503,5565,High
Post_3464,Instagram,#Comedy,Shorts,186228,313554,35669,29462,Medium
Post_1768,TikTok,#Gaming,Reel,2139923,287553,50271,26407,Low
Post_2284,TikTok,#Challenge,Tweet,2706964,164322,27291,40079,High
Post_2810,YouTube,#Education,Post,1159351,420250,27287,11919,High
Post_3517,YouTube,#Fashion,Live Stream,4699828,232194,56314,48442,Medium
Post_4055,TikTok,#Dance,Post,2075502,161209,47279,11783,Low
Post_4167,YouTube,#Challenge,Video,2877495,216913,25906,12302,High
Post_1841,Twitter,#Challenge,Live Stream,635761,432146,27237,43941,High
Post_2199,TikTok,#Gaming,Live Stream,810419,34397,20268,21325,Low
Post_3316,Twitter,#Tech,Reel,3815471,51239,41476,48395,High
Post_2261,YouTube,#Tech,Post,1164487,190936,74111,26606,Low
Post_4459,Twitter,#Comedy,Video,3404604,333847,7512,7909,Medium
Post_2539,YouTube,#Challenge,Live Stream,85136,155014,78757,18966,Low
Post_2424,Instagram,#Dance,Shorts,670647,304751,19252,4825,Medium
Post_4544,YouTube,#Music,Post,2756021,38709,18178,42840,Low
Post_1630,Twitter,#Dance,Reel,2110402,189604,40737,13834,High
Post_906,Twitter,#Gaming,Shorts,281552,246077,83676,26090,High
Post_824,Instagram,#Viral,Reel,947923,487612,46542,10658,Low
Post_4414,Twitter,#Fashion,Tweet,254930,321153,79004,5540,High
Post_1147,YouTube,#Education,Live Stream,2677335,7372,39950,10623,Medium
Post_1488,Twitter,#Fitness,Tweet,4833726,226063,96093,28087,Medium
Post_1453,YouTube,#Tech,Post,540051,496755,33448,20685,Medium
Post_1068,YouTube,#Comedy,Tweet,1193284,301260,95595,13072,High
Post_1760,Twitter,#Comedy,Tweet,3683380,60476,10992,43278,High
Post_841,Instagram,#Comedy,Post,4754509,424316,30621,18374,Medium
Post_1568,Instagram,#Tech,Reel,1146819,153532,13633,27160,Medium
Post_1149,Twitter,#Education,Live Stream,1015391,388747,2397,15351,High
Post_3084,Instagram,#Tech,Shorts,4843527,125726,6638,10865,High
Post_1637,Twitter,#Challenge,Tweet,2812314,74309,1044,11855,High
Post_1167,Twitter,#Comedy,Tweet,3737771,3185,21475,43289,Medium
Post_934,Twitter,#Viral,Video,2889543,52902,63885,24634,Low
Post_667,Twitter,#Fashion,Reel,3041152,29267,18250,23593,High
Post_4420,Twitter,#Fashion,Video,4848504,370506,57130,27458,Medium
Post_1783,TikTok,#Tech,Live Stream,2478731,10393,40195,18394,Medium
Post_532,YouTube,#Comedy,Live Stream,2449452,486556,43076,27405,Medium
Post_903,TikTok,#Fashion,Live Stream,2118691,51266,15265,39734,High
Post_2637,YouTube,#Gaming,Post,493548,76378,67586,45093,High
Post_3942,Instagram,#Tech,Post,234535,251440,28477,22111,High
Post_989,Twitter,#Comedy,Video,4485225,201005,32520,47972,Medium
Post_2877,Instagram,#Comedy,Reel,3972959,32049,94677,6195,Medium
Post_41,Twitter,#Education,Reel,4380015,355402,41860,42729,High
Post_2394,YouTube,#Education,Post,885219,120632,61893,2148,Medium
Post_2203,Instagram,#Fitness,Post,4913452,306350,2985,44655,Low
Post_4377,TikTok,#Music,Tweet,4603856,171523,44524,46309,Low
Post_4345,Twitter,#Comedy,Post,2329784,261145,22025,8805,High
Post_1208,TikTok,#Gaming,Shorts,3521130,260136,65723,32176,Low
Post_3994,Twitter,#Music,Video,722275,356481,92576,5159,Low
Post_2382,YouTube,#Fashion,Live Stream,1530621,127327,89084,33491,Low
Post_4082,TikTok,#Dance,Post,2733478,3680,33180,30497,Medium
Post_3904,YouTube,#Viral,Post,1368185,91832,54213,23975,High
Post_323,Twitter,#Gaming,Tweet,2517906,254149,3970,17586,Medium
Post_4706,TikTok,#Viral,Live Stream,1289152,336168,68747,23496,Medium
Post_4182,Twitter,#Fashion,Post,1237934,315336,29121,26947,Low
Post_4177,TikTok,#Comedy,Tweet,4144620,102895,41927,16690,Medium
Post_4950,Twitter,#Fashion,Shorts,647841,404600,61280,45949,Low
Post_1814,YouTube,#Fashion,Video,2410258,276044,18080,4973,High
Post_358,Twitter,#Viral,Shorts,374765,370936,46890,10055,Low
Post_4387,TikTok,#Fashion,Tweet,4906990,213275,81187,21239,Low
Post_4850,Instagram,#Fitness,Tweet,314695,60303,73622,3048,High
Post_3923,Twitter,#Dance,Live Stream,4707489,308133,52155,27297,Low
Post_2708,TikTok,#Education,Live Stream,1876306,149927,65747,27923,High
Post_2932,Twitter,#Music,Reel,3865376,447014,7792,24112,High
Post_2230,TikTok,#Education,Reel,3384848,210894,82911,24114,High
Post_3192,Instagram,#Dance,Video,675381,235103,16489,18896,Low
Post_2073,TikTok,#Challenge,Reel,1579972,111961,78755,42502,Low
Post_1228,YouTube,#Education,Tweet,2182075,401349,79190,49849,High
Post_977,Instagram,#Viral,Post,1444784,440354,41263,32270,Low
Post_371,Instagram,#Gaming,Video,4659521,103924,29063,38288,Medium
Post_3139,TikTok,#Challenge,Post,3096154,157721,32538,35012,High
Post_3143,TikTok,#Gaming,Reel,2836188,36484,53999,3938,Low
Post_3389,Twitter,#Gaming,Tweet,108003,61573,84514,16464,Medium
Post_1109,Instagram,#Gaming,Post,4284095,435610,44348,35611,High
Post_2716,YouTube,#Education,Shorts,737845,258734,17484,7028,Medium
Post_2354,Instagram,#Education,Shorts,155519,315644,87191,4007,Low
Post_2764,Twitter,#Challenge,Tweet,163743,224473,55311,4919,Medium
Post_1721,YouTube,#Comedy,Shorts,3998581,15720,20570,27906,High
Post_241,YouTube,#Viral,Shorts,920528,400658,58158,26810,High
Post_315,YouTube,#Comedy,Post,567506,90799,30845,11229,Medium
Post_3490,TikTok,#Dance,Live Stream,3490507,263206,35586,43856,High
Post_1820,Twitter,#Viral,Post,3445868,185241,98935,32088,High
Post_2821,TikTok,#Fitness,Reel,4713541,333744,29836,35318,Medium
Post_1477,TikTok,#Viral,Reel,1093638,160508,65534,14746,High
Post_2826,Twitter,#Comedy,Video,4533943,426510,48183,8972,Medium
Post_4835,TikTok,#Tech,Tweet,1546650,182765,62879,44269,Low
Post_4531,Instagram,#Gaming,Shorts,3073012,362550,15841,26557,Low
Post_3854,Instagram,#Music,Reel,531906,423823,33666,9162,Low
Post_1675,TikTok,#Music,Shorts,1558806,207879,41122,49288,High
Post_2397,Instagram,#Dance,Video,103897,39137,23566,43482,High
Post_2401,TikTok,#Challenge,Video,4207986,433397,76452,4641,High
Post_3424,YouTube,#Fashion,Tweet,1312354,53750,52102,10736,High
Post_2462,Instagram,#Fashion,Live Stream,3003531,381398,70031,25141,Low
Post_205,Instagram,#Viral,Post,741152,226355,58251,46227,High
Post_681,TikTok,#Comedy,Tweet,937337,361483,94541,17820,High
Post_3972,YouTube,#Music,Live Stream,1296974,92749,71374,20625,Medium
Post_3985,YouTube,#Music,Shorts,2412512,455400,49741,46703,High
Post_3538,TikTok,#Dance,Video,2918054,327020,56605,19856,Low
Post_1416,YouTube,#Challenge,Tweet,2572752,354527,52194,10554,Low
Post_326,TikTok,#Fitness,Video,2580238,118495,10621,34440,Medium
Post_2412,Twitter,#Dance,Tweet,2169060,107786,69766,49507,Medium
Post_2252,TikTok,#Fashion,Shorts,4461411,195035,1636,17389,Medium
Post_4268,Twitter,#Music,Video,2970930,131718,60239,32883,Low
Post_2358,Twitter,#Fashion,Reel,1592524,410109,38169,2232,Low
Post_2946,YouTube,#Challenge,Reel,4540861,63459,21936,36939,Medium
Post_3662,TikTok,#Fashion,Live Stream,560795,11735,2475,2473,High
Post_3604,TikTok,#Dance,Video,4997284,394892,60213,17338,Medium
Post_3341,TikTok,#Dance,Live Stream,3321611,491842,23554,45190,Low
Post_2024,Twitter,#Viral,Tweet,1457624,103808,88926,25099,Medium
Post_3757,TikTok,#Music,Post,1811481,103117,42087,38390,Medium
Post_3486,Instagram,#Fitness,Video,1650691,213362,16662,28984,Medium
Post_4946,TikTok,#Gaming,Live Stream,3581458,343959,80457,45964,High
Post_3255,YouTube,#Dance,Post,1573021,200432,97595,27975,Low
Post_1236,YouTube,#Fitness,Reel,1658169,328783,1574,11658,High
Post_4926,YouTube,#Music,Live Stream,1877694,366390,11868,21452,High
Post_4134,Instagram,#Fitness,Tweet,2491489,57916,10858,37910,Low
Post_4475,TikTok,#Dance,Post,765809,328597,19358,9245,Medium
Post_4357,TikTok,#Music,Reel,3771142,228803,45574,47221,Medium
Post_4482,YouTube,#Viral,Live Stream,4005023,131700,58431,32829,High
Post_3391,YouTube,#Education,Live Stream,4748216,246709,68731,18537,Medium
Post_1259,TikTok,#Dance,Reel,167982,473290,53315,22117,High
Post_2781,YouTube,#Gaming,Post,3895699,248131,52488,39519,Low
Post_4470,Instagram,#Music,Video,4781223,331083,5095,10256,Low
Post_4050,YouTube,#Tech,Reel,3837701,34026,11671,48725,Low
Post_1542,YouTube,#Fitness,Reel,2911881,44708,57294,21899,Low
Post_821,Instagram,#Education,Video,224135,47344,43245,29392,High
Post_2220,Instagram,#Viral,Video,517316,364221,48454,32308,High
Post_2335,Twitter,#Tech,Reel,152589,231019,38248,15161,High
Post_4080,YouTube,#Fashion,Live Stream,3095698,281026,51194,24140,High
Post_1877,Twitter,#Challenge,Post,1181290,228496,23867,2977,High
Post_4739,TikTok,#Dance,Reel,50550,195965,58390,43705,Medium
Post_2880,Twitter,#Gaming,Post,819788,22786,16574,2214,Medium
Post_3215,Twitter,#Music,Video,1468817,150762,99579,1486,High
Post_4656,TikTok,#Comedy,Video,1146688,458464,62608,45618,Low
Post_2748,Twitter,#Comedy,Tweet,1478257,214006,34075,4887,Medium
Post_541,Twitter,#Comedy,Video,1933738,115168,96016,41321,Medium
Post_3390,Instagram,#Challenge,Tweet,1890827,110536,55270,12779,Medium
Post_4761,Instagram,#Tech,Live Stream,1650036,304588,15654,19851,High
Post_685,Instagram,#Fitness,Reel,3471793,286422,67665,17667,Medium
Post_3606,TikTok,#Viral,Tweet,2137772,285646,51693,41867,Low
Post_4180,TikTok,#Music,Video,1095673,389017,39161,13192,High
Post_1211,Instagram,#Education,Reel,2315963,306373,6915,33050,Medium
Post_4861,YouTube,#Fashion,Post,64334,491928,68387,27432,Low
Post_4163,YouTube,#Comedy,Live Stream,1756972,248744,42345,6998,Low
Post_4161,TikTok,#Fitness,Video,4717790,125541,75795,38504,High
Post_4857,TikTok,#Music,Shorts,180332,34396,21909,47928,Medium
Post_3087,Twitter,#Education,Live Stream,3086921,424972,73584,48752,Medium
Post_2516,Instagram,#Music,Live Stream,213212,31125,57224,27244,High
Post_2139,YouTube,#Challenge,Video,2221509,94536,30994,17067,Low
Post_214,Instagram,#Viral,Shorts,4316287,188239,34891,39029,Medium
Post_2654,Instagram,#Gaming,Shorts,3697216,209784,41633,19831,Medium
Post_809,YouTube,#Music,Video,4597793,395657,62238,7115,Medium
Post_2530,YouTube,#Challenge,Post,2727339,225746,26005,12638,High
Post_287,Twitter,#Music,Tweet,694970,180020,88660,5645,High
Post_769,YouTube,#Gaming,Post,576289,450371,11973,13527,Low
Post_3155,YouTube,#Tech,Post,2056076,481020,94615,25181,Medium
Post_3501,TikTok,#Gaming,Post,4085716,338938,99638,2001,High
Post_2136,YouTube,#Tech,Tweet,3808359,310007,69591,9596,Low
Post_1806,TikTok,#Tech,Shorts,4166522,257433,36087,23361,Low
Post_2117,Twitter,#Gaming,Video,3252632,398969,85010,22720,Low
Post_2805,Twitter,#Education,Video,3768701,155300,63361,36129,High
Post_4019,YouTube,#Music,Reel,4003544,494378,79405,21049,High
Post_2390,TikTok,#Challenge,Live Stream,3105849,19437,81661,30275,Low
Post_477,YouTube,#Fitness,Live Stream,4473535,329945,58746,11543,Low
Post_997,YouTube,#Tech,Post,3249574,165175,61456,274,Low
Post_4307,YouTube,#Fashion,Reel,1447626,289168,47520,15645,Low
Post_1643,Twitter,#Tech,Live Stream,4562050,48226,85609,32371,Low
Post_3417,YouTube,#Dance,Live Stream,4208579,63502,18314,39729,Low
Post_3441,TikTok,#Challenge,Shorts,4126753,393119,20044,15354,High
Post_223,Instagram,#Tech,Post,4326885,300734,1870,1496,Medium
Post_2095,Instagram,#Fitness,Reel,448051,256526,88555,9475,Medium
Post_3560,TikTok,#Gaming,Post,4296893,204286,5334,31543,Low
Post_2809,TikTok,#Fashion,Video,1921116,184294,14637,49378,Low
Post_3849,Instagram,#Music,Video,3198087,152059,8360,16834,Low
Post_1949,YouTube,#Challenge,Post,54853,331423,63763,2984,Medium
Post_4763,TikTok,#Fashion,Reel,1519302,486312,88398,108,High
Post_230,Instagram,#Challenge,Shorts,1498512,205870,16834,34865,Medium
Post_4433,YouTube,#Gaming,Post,1195872,119293,22493,5224,Medium
Post_4661,TikTok,#Fitness,Post,1405472,99945,45962,28980,High
Post_991,Twitter,#Education,Shorts,1618201,485204,92660,8526,Medium
Post_4949,Instagram,#Comedy,Live Stream,1192841,499559,62015,43532,Medium
Post_2020,Twitter,#Gaming,Reel,1420501,496804,23623,47615,High
Post_880,TikTok,#Tech,Post,2783900,290747,64651,21853,Low
Post_1102,TikTok,#Dance,Live Stream,1304352,334062,84453,42589,Medium
Post_3967,YouTube,#Challenge,Live Stream,831664,281099,74034,35394,High
Post_4458,Instagram,#Fitness,Reel,2304449,355721,54164,43193,Low
Post_57,Instagram,#Challenge,Live Stream,2824818,34126,53516,29452,Low
Post_2246,Twitter,#Fitness,Tweet,4946908,203142,39890,30878,High
Post_405,Twitter,#Fitness,Tweet,1779685,337898,22528,24827,Medium
Post_2736,TikTok,#Fitness,Post,2723438,27284,56796,28506,High
Post_3221,YouTube,#Viral,Shorts,1034261,195633,15859,20583,Low
Post_3793,Twitter,#Challenge,Post,4044625,130858,66782,11076,High
Post_1090,Twitter,#Education,Post,4582230,284453,89108,46380,Medium
Post_3069,Instagram,#Music,Reel,961891,487176,12329,34064,Low
Post_2265,Instagram,#Education,Live Stream,4306085,274903,59924,38017,High
Post_3730,TikTok,#Gaming,Shorts,105048,249834,80882,16599,Medium
Post_985,TikTok,#Tech,Shorts,3590490,177470,69628,13394,High
Post_3301,TikTok,#Challenge,Reel,281292,238512,36261,47856,High
Post_2665,TikTok,#Viral,Live Stream,1881796,29670,80020,1132,Medium
Post_2488,Instagram,#Gaming,Video,3287015,228853,73672,31885,Medium
Post_3826,TikTok,#Viral,Reel,2386255,369252,59222,5491,Medium
Post_773,Instagram,#Challenge,Shorts,282212,325960,23903,6061,Low
Post_3185,Twitter,#Gaming,Reel,3234591,152530,42933,15910,Low
Post_292,TikTok,#Challenge,Post,1035819,94853,68842,31836,Low
Post_123,TikTok,#Challenge,Video,3924183,283030,30676,43977,Low
Post_1901,Twitter,#Viral,Video,612367,377940,84389,2074,High
Post_3684,Instagram,#Fashion,Tweet,1390945,422057,94191,34407,Low
Post_1297,Twitter,#Dance,Shorts,1661537,8669,88291,10996,Low
Post_3361,TikTok,#Dance,Video,2454286,354703,79037,15832,High
Post_3414,TikTok,#Education,Reel,1849829,35620,88979,42697,High
Post_3533,TikTok,#Viral,Video,3940590,305113,81654,653,Medium
Post_3532,TikTok,#Fitness,Reel,821880,488060,56578,47146,Low
Post_2369,Instagram,#Viral,Video,4530657,343884,23584,33459,Low
Post_2214,Instagram,#Challenge,Post,261001,277498,57943,20924,Low
Post_1503,TikTok,#Education,Live Stream,2768113,444617,75286,49358,Low
Post_3430,Instagram,#Gaming,Post,4503859,296994,31652,33525,Low
Post_1913,TikTok,#Education,Video,2436327,155784,70534,8101,Low
Post_3998,Instagram,#Fitness,Video,819360,249139,23677,17298,High
Post_2205,YouTube,#Challenge,Video,4037538,373205,89453,48449,High
Post_2545,Instagram,#Comedy,Post,1827742,68140,14386,10354,Medium
Post_557,Instagram,#Fitness,Post,129205,493844,93705,39629,High
Post_62,YouTube,#Tech,Video,4104535,331535,60374,13314,Medium
Post_470,Instagram,#Viral,Live Stream,275149,149844,9065,35899,Medium
Post_950,TikTok,#Gaming,Reel,1498964,362284,38536,9519,Medium
Post_3246,TikTok,#Music,Reel,68419,10582,34672,9733,High
Post_1417,Instagram,#Fitness,Live Stream,1760362,304604,96372,32740,High
Post_611,YouTube,#Comedy,Shorts,4693348,399315,5635,30684,High
Post_3033,YouTube,#Challenge,Reel,3479279,153027,85441,848,Medium
Post_336,Twitter,#Fitness,Reel,3708615,239914,45200,8352,Low
Post_4004,Instagram,#Fitness,Reel,309913,233668,86886,20588,High
Post_4299,Twitter,#Comedy,Reel,4491907,492953,25891,28083,High
Post_588,TikTok,#Education,Reel,2716465,376170,83061,34545,High
Post_4864,Twitter,#Fashion,Post,2794698,364767,81947,46251,High
Post_2226,TikTok,#Education,Post,2979191,471046,81457,11460,Low
Post_2999,TikTok,#Tech,Tweet,3741009,313649,63218,9632,High
Post_1971,YouTube,#Fashion,Post,692249,59339,46173,23289,Medium
Post_2309,YouTube,#Education,Video,2899934,201125,90937,32201,High
Post_114,YouTube,#Fashion,Live Stream,702950,17361,62405,10538,Low
Post_1430,Instagram,#Viral,Live Stream,538315,258979,34138,31038,Medium
Post_1151,TikTok,#Challenge,Tweet,3371506,450959,9604,38602,Low
Post_4649,Twitter,#Viral,Live Stream,285049,116295,82961,35842,High
Post_343,Twitter,#Tech,Shorts,1675122,177756,68407,36886,Medium
Post_2658,TikTok,#Tech,Video,2250089,115248,20570,36323,Medium
Post_2813,Twitter,#Gaming,Tweet,4695987,154844,98585,41625,High
Post_4736,TikTok,#Tech,Shorts,191000,174033,5711,21027,Low
Post_4305,YouTube,#Fashion,Shorts,4414650,498878,2231,356,High
Post_3003,Twitter,#Fashion,Video,328068,11779,42054,41258,High
Post_1886,Instagram,#Challenge,Reel,849631,341563,84777,14097,High
Post_2405,Twitter,#Comedy,Video,270796,352250,73303,40986,Medium
Post_1192,TikTok,#Music,Video,1154890,242791,31594,24465,Low
Post_4732,YouTube,#Education,Shorts,1998533,277428,1086,25936,High
Post_515,Instagram,#Education,Post,514956,250127,90852,5413,Low
Post_932,Twitter,#Tech,Reel,759694,365351,5889,32197,High
Post_2055,Instagram,#Fashion,Reel,2524434,362737,16212,26880,Medium
Post_1155,TikTok,#Challenge,Post,3069640,139491,60853,30527,Medium
Post_1306,YouTube,#Comedy,Live Stream,2389579,152619,48984,25191,Medium
Post_4682,Twitter,#Education,Post,4499829,104787,71972,44894,Medium
Post_4135,Twitter,#Music,Reel,3285708,265284,24271,48485,Low
Post_379,Twitter,#Comedy,Reel,4904231,448526,39996,15900,Medium
Post_549,YouTube,#Viral,Video,333545,498977,52685,24137,Low
Post_4854,TikTok,#Education,Video,3269522,487566,24836,15466,Medium
Post_4515,Twitter,#Education,Live Stream,4925732,377998,36961,40392,Low
Post_2491,YouTube,#Comedy,Post,1111363,349304,23955,7574,High
Post_883,YouTube,#Fitness,Live Stream,1416870,368333,28809,5632,High
Post_2956,TikTok,#Fashion,Shorts,4503451,199050,10299,7649,Medium
Post_4670,YouTube,#Fashion,Tweet,635257,459877,99368,20983,Medium
Post_3868,Instagram,#Tech,Video,4726748,328582,45403,26119,Low
Post_4980,Instagram,#Education,Reel,4568680,105032,26554,3674,Medium
Post_2997,TikTok,#Gaming,Video,3279951,235134,43167,5780,High
Post_3728,Instagram,#Education,Shorts,211233,238589,20953,15318,Low
Post_732,YouTube,#Gaming,Tweet,3872317,6905,94412,37159,High
Post_3479,YouTube,#Fashion,Reel,4365393,41517,69258,44490,Low
Post_2515,TikTok,#Fashion,Live Stream,4368330,103328,93696,45312,High
Post_4666,Twitter,#Fitness,Tweet,4945393,876,25541,16000,Medium
Post_1871,Twitter,#Fashion,Post,3695445,78724,76615,4201,Low
Post_446,Twitter,#Education,Post,3474219,495721,38652,41799,Low
Post_2803,Twitter,#Music,Live Stream,580864,103465,61418,35190,High
Post_1168,YouTube,#Challenge,Video,4446755,221164,44206,37039,Low
Post_4870,TikTok,#Fitness,Post,3945046,160086,9229,19659,High
Post_3331,Instagram,#Dance,Video,2994745,447160,13987,33907,Low
Post_813,Instagram,#Fitness,Post,998555,225198,8583,34716,Low
Post_4060,Twitter,#Music,Tweet,2722178,260133,32788,48301,Low
Post_2418,YouTube,#Viral,Live Stream,1893669,98719,38141,25909,High
Post_2886,YouTube,#Education,Live Stream,3510131,3548,81158,28556,High
Post_3598,YouTube,#Tech,Post,1554895,431835,16198,47031,Low
Post_4442,YouTube,#Dance,Live Stream,4316183,219615,14485,34691,Low
Post_1485,Instagram,#Comedy,Post,671118,362241,15395,711,High
Post_4791,TikTok,#Comedy,Live Stream,2247336,416253,29943,37996,Low
Post_2546,Twitter,#Tech,Post,4002361,185270,4346,44739,High
Post_4855,Instagram,#Gaming,Tweet,4839145,482348,51534,14880,Low
Post_3712,TikTok,#Comedy,Post,704114,322337,98094,44086,Medium
Post_1055,Twitter,#Fitness,Live Stream,1658817,280297,70901,36696,Medium
Post_1227,YouTube,#Dance,Reel,4648895,334635,14885,39943,High
Post_4176,Instagram,#Viral,Reel,4422263,135404,43976,34379,Low
Post_1649,YouTube,#Challenge,Tweet,1085319,225410,83973,9673,Low
Post_3959,Twitter,#Fitness,Shorts,3868670,289592,51598,34304,Medium
Post_2693,TikTok,#Education,Post,1497125,92835,28862,26779,High
Post_3356,Instagram,#Music,Reel,3725186,349303,22384,21451,Low
Post_4154,YouTube,#Tech,Reel,4398694,322036,76714,7781,High
Post_3134,TikTok,#Fitness,Shorts,2973845,499922,38576,19020,High
Post_990,Twitter,#Fashion,Live Stream,2061327,471049,25198,1014,Low
Post_982,TikTok,#Viral,Post,4312799,395984,12729,37191,Medium
Post_2978,YouTube,#Dance,Tweet,4938141,92946,14800,6497,High
Post_3350,YouTube,#Challenge,Post,3517027,442021,75721,17053,Medium
Post_2503,Instagram,#Music,Live Stream,1703104,197192,63338,3886,High
Post_1893,Instagram,#Gaming,Live Stream,503394,495368,92691,9122,Low
Post_540,YouTube,#Comedy,Reel,1236179,391333,26828,40019,Low
Post_623,Twitter,#Music,Reel,1666321,105468,82461,28605,Medium
Post_1162,Twitter,#Fashion,Reel,963339,243870,4291,30134,Low
Post_1878,YouTube,#Education,Tweet,990147,219960,25706,45138,Medium
Post_674,Twitter,#Music,Shorts,2693390,177782,31135,27504,Medium
Post_1137,Twitter,#Viral,Post,2611265,196133,74984,14125,Medium
Post_2773,YouTube,#Dance,Video,1603866,238566,18807,26566,Medium
